날짜,댓글,조회수,좋아요,싫어요
2020-07-05 19:45,무슨 악재,1133,5,0
2021-09-28 12:08,니가 아무리 흔들어도    나는 끝까지    ,523,4,3
2021-07-30 20:14, 거래일 개미 매도,782,3,0
2021-07-19 21:58,  만원까지 올 듯,628,2,4
2022-06-12 20:34,속보 젤렌스키   일 연설해석,546,2,1
2021-05-07 20:46,우리 한 번 뭉쳐 봅시다   국민청원 ,375,3,2
2021-05-14 09:44, 속보  공매도를 때려 부술 기가 막힌    ,194,0,0
2022-06-08 09:41,반발매수에 불과,356,0,0
2022-01-17 21:33,삼성전기 사랑해요 ,449,2,4
2021-04-23 13:02, Q 실적 믿고 종가 매수합니다 ,568,3,4
2022-06-22 13:23,모건이 기판 투자하지 말라잖어,220,3,1
2020-06-06 15:53,The woman of Naver ID    ,672,2,4
2020-11-12 11:47,신고가 임박,425,0,1
2021-05-25 12:19,공매 까부셔라,212,1,0
2020-07-22 10:04,손절,595,4,1
2022-05-16 09:26,망할놈의 주포,362,0,1
2021-10-06 15:10,모간서울 이것이 공매로 수익내려고 아주    ,310,3,0
2021-03-16 09:55,아침거시기 즐거웠나요,558,3,4
2022-02-09 11:52,거래량실종,482,0,1
2022-02-17 13:27,우아아아아아아 악,273,2,0
2021-01-16 23:01,과거   년이 지금 세상은    년이면    ,517,3,2
2022-04-01 15:47,서서히 매수 타이밍,536,4,0
2020-11-27 09:24, 년만에 대시세 다시오네,360,4,1
2022-03-14 16:02,주주총회에 강력한 의견이 필요할듯,581,14,0
2021-11-23 09:08,이정도면 논문급 과학    ,461,4,2
2021-02-08 11:25,지수부담   단기고점,375,0,0
2021-04-15 11:30,삼성전기 공매도 잔고,522,0,1
2022-06-03 12:07,요 잡것,324,0,1
2020-08-04 11:27,와우 진짜 개 호구 쓰레기 잡주네,497,8,0
2021-03-31 10:06,  만 터치한다고 했잖아,357,2,1
2021-04-14 15:00,참 잼있는 종토방이네,665,8,8
2022-05-27 10:29, 개월 외기관 순매도    만주,393,0,1
2021-01-18 17:16,개스피  뒤통수  흑삼봉,223,0,2
2022-01-24 11:20,아놔 코리아 증시 정말,467,2,0
2021-10-14 15:24,삼성전기 대형주에 속한거 맞나요 ,658,1,7
2021-01-13 20:30,대량거래  윗꼬리라구 매도 하란다,728,6,3
2021-02-23 21:59,답글  삭제된 게시물의 답글 와 이거 무슨 사   ,217,0,0
2020-12-17 14:45,아무리봐도 이것보다 더 좋은게 안보이는데   ,1268,1,3
2022-04-07 09:43,완전 개잡주중의 개잡주   ,179,1,0
2021-07-05 15:03,오늘 거래량 보소,322,1,0
2021-02-26 19:08,와 싸다   ,396,1,0
2020-12-16 17:57,낼  퍼 갭상 이후  퍼 상승,450,1,3
2021-10-01 18:59,장마감후 코스피선물 더 잡아빼서,540,1,1
2020-07-29 09:03,니덜같은 수준들이 수익을 보는 시장에서    ,402,1,0
2020-11-12 09:51,이번에는가자,421,2,1
2021-10-28 09:19,이것도 선반영이냐,239,1,1
2021-07-19 13:57,목원대 종교학과가 전망해준다,390,0,2
2021-02-19 14:59,밑꼬리는,600,6,2
2021-05-13 09:30,공매도 개선관련 청원,201,1,0
2022-06-24 17:10,대박이다 ,594,5,0
2022-01-17 20:26,답글  삭제된 게시물의 답글 정말 미치것읍니다   ,312,0,0
2022-02-23 10:14,오늘 기관매수 들어오는데 좀 올려 놓으시   ,332,1,0
2021-07-08 20:56,아그들아,398,6,0
2020-09-13 18:22,신제품 이미 선반영,1372,5,17
2021-11-17 04:11,메타버스  후발주,687,3,1
2021-04-19 11:00,이런날에도 매도벽 보면 숨이 탁 막힌다,428,3,2
2022-06-16 15:37,매동좀 알려주세요,134,0,1
2021-09-13 16:07,역시 삼성전기      ,827,5,2
2022-02-11 14:52,삼성전기게시판에 왜 욕이 많은지,505,8,0
2021-03-01 15:38,쐐기형 삼기   내일 또 뒤통수 쳐 맞을   ,622,0,0
2020-12-17 16:03,     원    만족합니다 ,591,2,1
2022-06-08 20:58,찌라시 아닌 것 같음 토스 소식란에서도    ,368,2,2
2020-07-22 14:46,평단  만  천,352,1,1
2020-08-31 13:26,연기금마저 속임수를 쓰다니 ,517,3,0
2022-06-02 13:49,석렬개장난 선물매수포 역시 발악하네,310,1,0
2021-11-23 20:30,다들 평단 얼마인가요,1165,3,3
