일자,기관 합계,기타법인,개인,외국인 합계,전체
2022.5.13,2641184,115588,1.13E+07,3643587,1.77E+07
2022.5.12,2553419,143308,1.30E+07,3714751,1.94E+07
2022.5.11,2114057,95071,1.03E+07,2796569,1.53E+07
2022.5.10,2519187,134849,1.21E+07,3690738,1.85E+07
2022.5.9,1837906,142873,1.13E+07,2621282,1.59E+07
2022.5.6,1394131,115360,1.20E+07,3259440,1.68E+07
2022.5.4,1705775,111769,1.28E+07,2512837,1.71E+07
2022.5.3,1987686,104349,1.29E+07,2590349,1.76E+07
2022.5.2,1938005,118511,1.15E+07,2292554,1.59E+07
2022.4.29,2942312,122882,1.33E+07,3787472,2.02E+07
2022.4.28,2321654,125499,1.54E+07,3597709,2.14E+07
2022.4.27,2234452,150665,1.64E+07,3187526,2.20E+07
2022.4.26,2086076,143641,1.38E+07,3456775,1.94E+07
2022.4.25,1509028,143364,1.59E+07,2808628,2.04E+07
2022.4.22,1578659,169143,1.49E+07,2959355,1.96E+07
2022.4.21,2414461,104321,1.43E+07,2968217,1.98E+07
2022.4.20,2081199,105679,1.41E+07,3113291,1.94E+07
2022.4.19,2089932,99533,1.25E+07,2781714,1.75E+07
2022.4.18,1618534,106934,1.14E+07,1946722,1.51E+07
2022.4.15,1971171,106508,1.20E+07,2089627,1.62E+07
2022.4.14,3058492,130275,1.22E+07,2632156,1.81E+07
2022.4.13,2504156,121525,1.12E+07,2666389,1.65E+07
2022.4.12,1846489,114944,1.21E+07,2857265,1.69E+07
2022.4.11,1853331,102030,1.09E+07,2400004,1.52E+07
2022.4.8,2107722,135438,1.26E+07,2674642,1.75E+07
2022.4.7,2149762,126239,1.54E+07,3001014,2.06E+07
2022.4.6,1761362,127358,1.52E+07,2870667,2.00E+07
2022.4.5,1677171,114572,1.40E+07,2622436,1.84E+07
2022.4.4,1782457,102777,1.21E+07,2523486,1.65E+07
2022.4.1,1556985,129883,1.41E+07,3394963,1.91E+07
2022.3.31,1878919,110496,1.27E+07,4340391,1.90E+07
2022.3.30,2030845,128616,1.48E+07,3371230,2.03E+07
2022.3.29,2155723,114468,1.48E+07,3335378,2.04E+07
2022.3.28,1910862,123029,1.43E+07,3059811,1.94E+07
2022.3.25,1968370,142947,1.64E+07,3566200,2.21E+07
2022.3.24,1923633,184683,1.68E+07,5347110,2.43E+07
2022.3.23,2254968,122049,1.68E+07,3918185,2.31E+07
2022.3.22,2069364,114558,1.28E+07,4145265,1.92E+07
2022.3.21,1649867,117207,1.25E+07,2869411,1.71E+07
2022.3.18,2119493,104721,1.20E+07,5704631,1.99E+07
2022.3.17,2881956,127220,1.34E+07,5312403,2.17E+07
2022.3.16,2065706,104762,1.13E+07,3602418,1.71E+07
2022.3.15,1672519,127754,1.22E+07,3447093,1.74E+07
2022.3.14,1967458,126998,1.51E+07,3947490,2.12E+07
2022.3.11,2159209,131353,1.41E+07,3769165,2.02E+07
2022.3.10,3834194,120189,1.18E+07,5385007,2.11E+07
2022.3.8,1875086,138669,1.32E+07,3900100,1.91E+07
2022.3.7,1666095,136625,1.35E+07,3144702,1.84E+07
2022.3.4,1506258,119690,1.49E+07,3270647,1.98E+07
2022.3.3,2124100,112803,1.32E+07,3600090,1.90E+07
2022.3.2,1981502,110168,1.19E+07,3899881,1.79E+07
2022.2.28,1873853,109379,1.21E+07,5751364,1.98E+07
2022.2.25,2157421,123828,1.45E+07,4124698,2.09E+07
2022.2.24,1952650,422782,1.64E+07,3777493,2.25E+07
2022.2.23,1859467,99524,1.11E+07,2921807,1.60E+07
2022.2.22,1801921,135580,1.26E+07,3134433,1.77E+07
2022.2.21,1913315,128331,9160935,2476055,1.37E+07
2022.2.18,1895893,100537,9938123,2882044,1.48E+07
2022.2.17,2891090,145081,1.30E+07,4699266,2.07E+07
2022.2.16,2123954,132294,9812459,3604703,1.57E+07
2022.2.15,2204184,118711,1.09E+07,3161086,1.64E+07
2022.2.14,2436584,132601,1.10E+07,4743612,1.83E+07
2022.2.11,2127530,130249,1.18E+07,4618596,1.87E+07
2022.2.10,2831008,133056,1.25E+07,4981172,2.05E+07
2022.2.9,2296185,154378,1.09E+07,3756580,1.71E+07
2022.2.8,2588553,135937,1.46E+07,4072238,2.14E+07
2022.2.7,2254842,142395,1.33E+07,3681153,1.93E+07
2022.2.4,2451790,129910,1.43E+07,3620583,2.05E+07
2022.2.3,2462509,144331,1.42E+07,4954821,2.18E+07
2022.1.28,3315996,188255,1.39E+07,5456303,2.28E+07
2022.1.27,6166800,253677,1.78E+07,5373910,2.96E+07
2022.1.26,2319470,147890,1.17E+07,3685289,1.79E+07
2022.1.25,2594287,190069,1.37E+07,4082518,2.06E+07
2022.1.24,2709559,107606,1.13E+07,3175099,1.72E+07
2022.1.21,2087069,118286,1.29E+07,3589365,1.87E+07
2022.1.20,2561674,123582,9919684,3457239,1.61E+07
2022.1.19,2385603,112058,1.12E+07,3694986,1.74E+07
2022.1.18,2100905,141580,1.26E+07,3378995,1.82E+07
2022.1.17,2524753,132869,1.26E+07,3034196,1.83E+07
2022.1.14,2002816,153919,1.43E+07,3633068,2.01E+07
2022.1.13,3144450,166720,1.42E+07,4008105,2.15E+07
2022.1.12,3056260,137435,1.32E+07,4458168,2.09E+07
2022.1.11,2140996,136834,1.36E+07,4512181,2.04E+07
2022.1.10,2006851,134110,1.39E+07,3915861,1.99E+07
2022.1.7,2219464,138841,1.33E+07,4715062,2.04E+07
2022.1.6,2762858,215104,1.77E+07,4531339,2.53E+07
2022.1.5,2954571,185155,1.91E+07,5278439,2.75E+07
2022.1.4,2110884,168975,1.66E+07,3259914,2.21E+07
2022.1.3,1836883,156907,1.35E+07,2800874,1.83E+07
2021.12.30,2022046,172099,1.37E+07,2906256,1.88E+07
2021.12.29,2069615,185181,1.72E+07,3188857,2.26E+07
2021.12.28,4560698,354424,1.67E+07,3686488,2.53E+07
2021.12.27,2341999,254321,1.35E+07,2281510,1.83E+07
2021.12.24,2647218,206572,1.40E+07,2591435,1.95E+07
2021.12.23,2550126,189256,1.52E+07,3256924,2.12E+07
2021.12.22,2129330,165500,1.40E+07,3443812,1.98E+07
2021.12.21,2629045,448498,1.43E+07,3524826,2.09E+07
2021.12.20,1753280,175521,1.43E+07,2934304,1.92E+07
2021.12.17,2023227,170820,1.38E+07,5948004,2.20E+07
2021.12.16,2022594,230293,1.51E+07,3655376,2.10E+07
2021.12.15,1684341,130208,1.36E+07,3227971,1.87E+07
2021.12.14,1921352,154062,1.44E+07,3680142,2.02E+07
2021.12.13,2409039,159758,1.42E+07,3366307,2.01E+07
2021.12.10,2443295,139003,1.40E+07,2961172,1.95E+07
2021.12.9,5619289,147184,1.28E+07,5096144,2.37E+07
2021.12.8,3523768,165616,1.51E+07,4367959,2.32E+07
2021.12.7,2315815,159391,1.47E+07,4207559,2.14E+07
2021.12.6,2493824,143418,1.34E+07,4030188,2.01E+07
2021.12.3,2884025,196580,1.35E+07,4359566,2.09E+07
2021.12.2,3184209,183446,1.54E+07,5493882,2.43E+07
2021.12.1,3003138,354234,1.55E+07,5793564,2.47E+07
2021.11.30,2994020,219387,2.02E+07,1.19E+07,3.53E+07
2021.11.29,3468637,210292,1.78E+07,4698742,2.61E+07
2021.11.26,2217505,191542,1.93E+07,4322444,2.60E+07
2021.11.25,2178350,166213,1.54E+07,3276669,2.10E+07
2021.11.24,2367377,157460,1.56E+07,4017961,2.22E+07
2021.11.23,2213848,168206,1.58E+07,4333137,2.25E+07
2021.11.22,3423344,230997,1.88E+07,5078953,2.75E+07
2021.11.19,2444887,223613,1.76E+07,4133154,2.44E+07
2021.11.18,2069109,179837,1.88E+07,4029594,2.50E+07
2021.11.17,1993920,206044,2.02E+07,4376957,2.68E+07
2021.11.16,2411745,181045,1.70E+07,4884084,2.45E+07
2021.11.15,2452828,154426,1.63E+07,4193453,2.31E+07
2021.11.12,2578419,185502,1.69E+07,4762975,2.44E+07
2021.11.11,2905612,207041,1.86E+07,4693759,2.64E+07
2021.11.10,1875596,179952,1.81E+07,3904380,2.40E+07
2021.11.9,2276239,132305,1.52E+07,3741499,2.13E+07
2021.11.8,2138676,166685,1.47E+07,3713960,2.08E+07
2021.11.5,2190113,164013,1.73E+07,4288352,2.39E+07
2021.11.4,3013330,187396,1.83E+07,4587933,2.61E+07
2021.11.3,2127811,172790,1.68E+07,3588975,2.27E+07
2021.11.2,2635181,117596,1.40E+07,3742440,2.05E+07
2021.11.1,2509242,125489,1.42E+07,3509368,2.04E+07
2021.10.29,1982988,142397,1.52E+07,4163727,2.15E+07
2021.10.28,2607821,176829,1.66E+07,4350695,2.38E+07
2021.10.27,1777070,212743,1.61E+07,3367838,2.14E+07
2021.10.26,1971334,161384,1.36E+07,3736987,1.95E+07
2021.10.25,2252175,131628,1.34E+07,3437901,1.92E+07
2021.10.22,1951165,119066,1.46E+07,3138802,1.98E+07
2021.10.21,2265587,147304,1.59E+07,4091978,2.24E+07
2021.10.20,2051123,151516,1.71E+07,3756642,2.30E+07
2021.10.19,2013799,146579,1.67E+07,3510946,2.24E+07
2021.10.18,1822453,183918,1.48E+07,3598256,2.04E+07
2021.10.15,2219774,138206,1.74E+07,4558855,2.43E+07
2021.10.14,3429732,134739,1.54E+07,4191930,2.32E+07
2021.10.13,2989322,138635,1.42E+07,4334278,2.16E+07
2021.10.12,2446431,156619,1.44E+07,4365548,2.14E+07
2021.10.8,2344449,154633,1.71E+07,4239410,2.38E+07
2021.10.7,2979687,147423,1.48E+07,4621923,2.26E+07
2021.10.6,3261723,202186,2.04E+07,5094779,2.90E+07
2021.10.5,3380120,194248,1.83E+07,5095340,2.70E+07
2021.10.1,1910752,163968,1.90E+07,3693913,2.47E+07
2021.9.30,2476034,193801,1.75E+07,5171018,2.53E+07
2021.9.29,2914799,177674,1.79E+07,4374935,2.54E+07
2021.9.28,2492901,163808,1.91E+07,4004318,2.57E+07
2021.9.27,2080138,138043,1.56E+07,3800582,2.17E+07
2021.9.24,1942823,144162,1.80E+07,4133372,2.42E+07
2021.9.23,2283472,127962,1.54E+07,5125198,2.30E+07
2021.9.17,2541120,160304,1.66E+07,5661031,2.50E+07
2021.9.16,2282147,166306,1.59E+07,3711070,2.21E+07
2021.9.15,2352240,145928,1.62E+07,4478795,2.31E+07
2021.9.14,3431677,395527,1.80E+07,4768034,2.66E+07
2021.9.13,2647708,150118,1.80E+07,3999750,2.48E+07
2021.9.10,2685694,145762,1.83E+07,3814854,2.49E+07
2021.9.9,4141118,205372,1.97E+07,4822538,2.89E+07
2021.9.8,3072465,167423,2.10E+07,4582605,2.88E+07
2021.9.7,2016211,134372,1.85E+07,3171685,2.39E+07
2021.9.6,2110305,167528,1.77E+07,3238902,2.32E+07
2021.9.3,2269806,148996,1.85E+07,4340036,2.52E+07
2021.9.2,2447781,155678,1.91E+07,5064894,2.68E+07
2021.9.1,2515660,233479,1.84E+07,4452605,2.56E+07
2021.8.31,2741565,168731,1.88E+07,7764911,2.95E+07
2021.8.30,2333530,169827,1.80E+07,3512632,2.40E+07
2021.8.27,2850398,128361,1.60E+07,3428040,2.25E+07
2021.8.26,2803890,154377,1.78E+07,3776943,2.45E+07
2021.8.25,3075975,136037,1.71E+07,3913366,2.42E+07
2021.8.24,2934226,179982,1.94E+07,4832034,2.73E+07
2021.8.23,3078152,183783,1.58E+07,4660498,2.37E+07
2021.8.20,3052062,219314,2.02E+07,5131195,2.86E+07
2021.8.19,3098868,198119,2.17E+07,4379781,2.93E+07
2021.8.18,2953799,144130,2.06E+07,4819390,2.85E+07
2021.8.17,2911926,192330,2.57E+07,5665998,3.45E+07
2021.8.13,3175871,267888,2.50E+07,4842236,3.33E+07
2021.8.12,4103761,201273,2.38E+07,5023918,3.31E+07
2021.8.11,2977914,192812,2.46E+07,4202929,3.19E+07
2021.8.10,2613215,176571,2.80E+07,3902051,3.47E+07
2021.8.9,2342238,143728,2.36E+07,3304310,2.94E+07
2021.8.6,2157493,117145,1.97E+07,3715227,2.57E+07
2021.8.5,2649151,141388,1.72E+07,3767374,2.38E+07
2021.8.4,3348875,128212,1.69E+07,4055603,2.44E+07
2021.8.3,2555808,189426,1.74E+07,3899448,2.40E+07
2021.8.2,2662162,110662,1.39E+07,3129127,1.98E+07
2021.7.30,2067437,151682,1.79E+07,3563287,2.37E+07
2021.7.29,2306858,115876,1.50E+07,3342570,2.07E+07
2021.7.28,2550674,121996,1.75E+07,3551719,2.37E+07
2021.7.27,2297118,134737,1.79E+07,3772141,2.41E+07
2021.7.26,2036211,133957,1.85E+07,3105272,2.38E+07
2021.7.23,2642546,139667,1.83E+07,3607980,2.47E+07
2021.7.22,3295418,156750,1.95E+07,3790658,2.68E+07
2021.7.21,2643967,179896,2.08E+07,3299744,2.69E+07
2021.7.20,2665459,149417,2.19E+07,3776942,2.85E+07
2021.7.19,1658414,155619,1.97E+07,2881886,2.44E+07
2021.7.16,2020614,155273,2.11E+07,3443712,2.68E+07
2021.7.15,2622724,169595,2.16E+07,4022835,2.84E+07
2021.7.14,1914486,142550,2.03E+07,3532913,2.59E+07
2021.7.13,2451175,170393,1.99E+07,3856809,2.64E+07
2021.7.12,2151014,127346,1.66E+07,2956524,2.18E+07
2021.7.9,2597055,201295,2.51E+07,4655436,3.26E+07
2021.7.8,2846400,196945,2.48E+07,4117759,3.20E+07
2021.7.7,2306739,158385,2.21E+07,3712418,2.83E+07
2021.7.6,2241960,167963,2.10E+07,3314140,2.67E+07
2021.7.5,2371500,156299,2.25E+07,3404687,2.84E+07
2021.7.2,1914960,168476,2.20E+07,3704921,2.78E+07
2021.7.1,2302546,218470,2.10E+07,3720370,2.73E+07
2021.6.30,2616958,175829,1.92E+07,4082493,2.61E+07
2021.6.29,2557725,152905,2.04E+07,4242405,2.74E+07
2021.6.28,2057629,175826,1.81E+07,3331364,2.37E+07
2021.6.25,3174378,174054,2.11E+07,4024204,2.85E+07
2021.6.24,4017283,207674,2.56E+07,4457664,3.42E+07
2021.6.23,3254449,220383,2.52E+07,4621168,3.33E+07
2021.6.22,2234464,184505,2.06E+07,3887533,2.69E+07
2021.6.21,2316119,182292,2.27E+07,3155064,2.84E+07
2021.6.18,2752495,169259,2.14E+07,4840532,2.91E+07
2021.6.17,2092934,131470,1.90E+07,3561252,2.48E+07
2021.6.16,2589458,160355,1.86E+07,3460676,2.48E+07
2021.6.15,2348550,151694,1.85E+07,3087216,2.41E+07
2021.6.14,2291312,145307,1.87E+07,2785928,2.39E+07
2021.6.11,3344292,202884,1.98E+07,3942367,2.73E+07
2021.6.10,4641340,161363,2.04E+07,5095255,3.03E+07
2021.6.9,2648042,168111,2.18E+07,3272392,2.79E+07
2021.6.8,3075965,173466,2.34E+07,3258584,3.00E+07
2021.6.7,2887841,178051,2.23E+07,3286463,2.86E+07
2021.6.4,2602803,191006,1.98E+07,3305762,2.59E+07
2021.6.3,3268097,159105,1.86E+07,3804465,2.58E+07
2021.6.2,2958462,164728,2.06E+07,3662905,2.74E+07
2021.6.1,3170240,204180,1.82E+07,3009221,2.46E+07
2021.5.31,2401543,230320,1.70E+07,3412538,2.31E+07
2021.5.28,2994078,133821,1.57E+07,3522930,2.23E+07
2021.5.27,3331305,166547,1.71E+07,9902311,3.05E+07
2021.5.26,2736697,130979,1.65E+07,3444488,2.28E+07
2021.5.25,2983114,144938,1.47E+07,3459803,2.12E+07
2021.5.24,2448488,162249,1.55E+07,3074874,2.12E+07
2021.5.21,2957692,180952,1.73E+07,3839566,2.43E+07
2021.5.20,2412796,154005,1.57E+07,4127325,2.24E+07
2021.5.18,3150416,138275,1.71E+07,3471157,2.39E+07
2021.5.17,2682494,197110,1.88E+07,3057156,2.47E+07
2021.5.14,2541937,162661,1.82E+07,3369987,2.43E+07
2021.5.13,4153277,192203,2.29E+07,4385601,3.16E+07
2021.5.12,3508909,223328,2.56E+07,4078729,3.34E+07
2021.5.11,2856666,212733,2.38E+07,4084836,3.09E+07
2021.5.10,3691729,183376,1.88E+07,3724656,2.64E+07
2021.5.7,2479771,162565,1.72E+07,3679068,2.35E+07
2021.5.6,3084906,156005,1.64E+07,4401450,2.40E+07
2021.5.4,2747079,182332,1.86E+07,4138685,2.56E+07
2021.5.3,2722564,223884,1.92E+07,3969331,2.61E+07
2021.4.30,3002731,162078,2.15E+07,4107033,2.87E+07
2021.4.29,3372856,191560,2.23E+07,4340928,3.02E+07
2021.4.28,2715661,193129,2.54E+07,3791325,3.21E+07
2021.4.27,2592472,205936,2.45E+07,3523744,3.09E+07
2021.4.26,2552851,200267,2.26E+07,3952648,2.93E+07
2021.4.23,2677066,202999,2.30E+07,3476103,2.93E+07
2021.4.22,2311531,194112,2.28E+07,3313051,2.86E+07
2021.4.21,2151354,182095,2.42E+07,3023275,2.96E+07
2021.4.20,2473432,171246,2.01E+07,3348837,2.61E+07
2021.4.19,2681469,244275,2.22E+07,2994305,2.81E+07
2021.4.16,2283857,172399,2.16E+07,4288399,2.84E+07
2021.4.15,2918590,229645,2.42E+07,3516389,3.08E+07
2021.4.14,2869340,182854,2.23E+07,3297414,2.86E+07
2021.4.13,2713408,206901,2.42E+07,3812862,3.09E+07
2021.4.12,2220953,161337,2.01E+07,2625577,2.51E+07
2021.4.9,2185158,163693,2.07E+07,3181045,2.62E+07
2021.4.8,3140516,187809,2.25E+07,3781620,2.96E+07
2021.4.7,2207329,167751,2.05E+07,3267471,2.61E+07
2021.4.6,2303192,169053,2.06E+07,3132062,2.62E+07
2021.4.5,2141895,162618,1.93E+07,2353090,2.39E+07
2021.4.2,2976856,193951,1.99E+07,2881539,2.59E+07
2021.4.1,2519859,148289,1.93E+07,3654727,2.56E+07
2021.3.31,2147866,148380,1.97E+07,3664907,2.57E+07
2021.3.30,2554553,153991,1.87E+07,3633157,2.51E+07
2021.3.29,2414326,209931,2.08E+07,3634871,2.70E+07
2021.3.26,2691808,169577,1.89E+07,3979562,2.57E+07
2021.3.25,2536486,187673,1.79E+07,3497149,2.41E+07
2021.3.24,2362203,153827,1.83E+07,3373922,2.42E+07
2021.3.23,2269694,156581,2.09E+07,3686976,2.71E+07
2021.3.22,2548145,153714,1.83E+07,2896367,2.39E+07
2021.3.19,1924961,162064,1.91E+07,4793840,2.60E+07
2021.3.18,2995170,154775,1.93E+07,3980230,2.64E+07
2021.3.17,1927775,645762,1.99E+07,3226266,2.57E+07
2021.3.16,2507688,191680,1.95E+07,3473191,2.57E+07
2021.3.15,2135122,133866,1.72E+07,2908594,2.24E+07
2021.3.12,2434089,173574,1.82E+07,3666300,2.45E+07
2021.3.11,3905980,142718,1.71E+07,5632913,2.68E+07
2021.3.10,2870058,140046,1.76E+07,3988208,2.46E+07
2021.3.9,4075169,186103,2.16E+07,5110401,3.09E+07
2021.3.8,2795847,150464,2.07E+07,3328208,2.69E+07
2021.3.5,2951437,185684,2.11E+07,3978361,2.82E+07
2021.3.4,3064690,173451,2.14E+07,3917334,2.86E+07
2021.3.3,3405277,128640,1.82E+07,4136317,2.59E+07
2021.3.2,4496272,151340,2.06E+07,5498160,3.07E+07
2021.2.26,3874157,219564,2.60E+07,5187502,3.53E+07
2021.2.25,4488880,162287,2.12E+07,4976870,3.08E+07
2021.2.24,4262566,210453,2.59E+07,6217068,3.65E+07
2021.2.23,4232276,170550,2.38E+07,4233345,3.24E+07
2021.2.22,3579973,180817,2.34E+07,4120495,3.13E+07
2021.2.19,3322139,211636,2.62E+07,4482890,3.43E+07
2021.2.18,2630639,182762,2.77E+07,3804607,3.43E+07
2021.2.17,2387514,192356,2.77E+07,3778411,3.41E+07
2021.2.16,2636288,227485,2.82E+07,3884303,3.49E+07
2021.2.15,3052437,223095,2.23E+07,4725712,3.03E+07
2021.2.10,3669482,179338,2.10E+07,4366965,2.92E+07
2021.2.9,3777023,184361,2.20E+07,3858984,2.99E+07
2021.2.8,3702736,197263,2.28E+07,3663699,3.04E+07
2021.2.5,3934579,187567,2.26E+07,3984903,3.07E+07
2021.2.4,2982257,203599,2.40E+07,3916603,3.11E+07
2021.2.3,3795988,253296,2.53E+07,5467882,3.49E+07
2021.2.2,3849207,212843,2.24E+07,4746910,3.12E+07
2021.2.1,4331127,190170,2.14E+07,5355006,3.12E+07
2021.1.29,4582501,273523,2.80E+07,6402016,3.93E+07
2021.1.28,4010899,300752,2.75E+07,4754286,3.66E+07
2021.1.27,3872683,205165,2.62E+07,4926635,3.52E+07
2021.1.26,3253067,279983,3.08E+07,4174445,3.85E+07
2021.1.25,4470990,277522,2.55E+07,4715734,3.50E+07
2021.1.22,3996262,250800,3.01E+07,4995271,3.93E+07
2021.1.21,4288039,289176,2.99E+07,4669481,3.91E+07
2021.1.20,4483111,276366,2.97E+07,4703749,3.92E+07
2021.1.19,4983382,270905,2.77E+07,4661533,3.76E+07
2021.1.18,5094524,255747,2.76E+07,4108519,3.70E+07
2021.1.15,4323784,304695,2.93E+07,3967534,3.79E+07
2021.1.14,4704984,281651,2.81E+07,4962348,3.81E+07
2021.1.13,5620644,242574,2.67E+07,5286470,3.78E+07
2021.1.12,5899342,357542,3.35E+07,5632459,4.54E+07
2021.1.11,7975112,520339,4.84E+07,7924521,6.49E+07
2021.1.8,6900012,452653,4.55E+07,8421142,6.13E+07
2021.1.7,6383750,344339,3.37E+07,4948248,4.54E+07
2021.1.6,5554584,358238,3.65E+07,5015332,4.75E+07
2021.1.5,4738174,336132,3.54E+07,4737529,4.53E+07
2021.1.4,4890460,376090,3.22E+07,4441527,4.19E+07
2020.12.30,3558519,251480,2.69E+07,3822616,3.46E+07
2020.12.29,2978823,322937,2.77E+07,3761767,3.47E+07
2020.12.28,5292773,447942,3.10E+07,4422322,4.11E+07
2020.12.24,3843495,313203,2.67E+07,3524556,3.44E+07
2020.12.23,3348597,234748,3.00E+07,3981973,3.76E+07
2020.12.22,2646993,302674,3.03E+07,3090439,3.64E+07
2020.12.21,2752402,224947,2.85E+07,3595202,3.50E+07
2020.12.18,2516158,210119,2.69E+07,4066709,3.37E+07
2020.12.17,2909375,215736,2.53E+07,3869330,3.23E+07
2020.12.16,2582145,193783,2.30E+07,3415478,2.92E+07
2020.12.15,2664587,215188,2.49E+07,3584998,3.13E+07
2020.12.14,2488286,225993,2.53E+07,3433459,3.15E+07
2020.12.11,3249713,213529,2.42E+07,3490366,3.11E+07
2020.12.10,6227255,231946,2.39E+07,4570875,3.49E+07
2020.12.9,3424328,238006,2.50E+07,3926819,3.26E+07
2020.12.8,3168799,220969,2.86E+07,3967568,3.60E+07
2020.12.7,2812906,246455,2.64E+07,4155392,3.36E+07
2020.12.4,3463106,261338,2.79E+07,4237221,3.59E+07
2020.12.3,2681051,219635,2.54E+07,3700938,3.20E+07
2020.12.2,2893808,202258,2.34E+07,4111459,3.06E+07
2020.12.1,2623836,212503,2.19E+07,3252200,2.80E+07
2020.11.30,2908050,202811,2.32E+07,7129826,3.34E+07
2020.11.27,2246009,194082,1.96E+07,2823687,2.49E+07
2020.11.26,2439323,263198,2.16E+07,2979218,2.73E+07
2020.11.25,3651120,228985,3.15E+07,4522410,3.99E+07
2020.11.24,2695599,197985,2.47E+07,4246614,3.18E+07
2020.11.23,2392352,157041,2.25E+07,3576554,2.86E+07
2020.11.20,1910653,131993,2.09E+07,2805519,2.58E+07
2020.11.19,1954822,133596,2.24E+07,2840896,2.73E+07
2020.11.18,2691724,135765,2.15E+07,3220847,2.76E+07
2020.11.17,2565996,207134,2.49E+07,3731258,3.14E+07
2020.11.16,2991675,178024,2.25E+07,3643343,2.93E+07
2020.11.13,2653124,159888,2.24E+07,3584527,2.88E+07
2020.11.12,2638285,151634,2.08E+07,3875438,2.74E+07
2020.11.11,3190247,190846,2.46E+07,4382105,3.24E+07
2020.11.10,2926109,194144,2.29E+07,3616026,2.96E+07
2020.11.9,2679788,160875,1.90E+07,2948507,2.48E+07
2020.11.6,2381713,158387,1.99E+07,3208133,2.56E+07
2020.11.5,2932845,142876,1.59E+07,3483511,2.24E+07
2020.11.4,3292405,170338,1.94E+07,2809229,2.57E+07
2020.11.3,2276247,138046,1.49E+07,2316969,1.96E+07
2020.11.2,2001954,88872,1.11E+07,1947884,1.51E+07
2020.10.30,1894029,135858,1.56E+07,2686458,2.03E+07
2020.10.29,2013987,126324,1.43E+07,2190297,1.87E+07
2020.10.28,1864090,101420,1.28E+07,2073876,1.68E+07
2020.10.27,2276665,1029254,1.39E+07,3298185,2.05E+07
2020.10.26,2455293,121540,1.52E+07,2242153,2.01E+07
2020.10.23,1855804,105332,1.49E+07,2238476,1.91E+07
2020.10.22,1743420,100221,1.50E+07,2514429,1.93E+07
2020.10.21,2221893,93357,1.41E+07,2167553,1.86E+07
2020.10.20,2632142,117973,1.63E+07,2946544,2.20E+07
2020.10.19,2508975,109796,1.41E+07,2249045,1.90E+07
2020.10.16,2007804,153244,1.73E+07,2366350,2.18E+07
2020.10.15,2025056,189362,2.05E+07,2828518,2.55E+07
2020.10.14,1677905,113449,1.92E+07,2976534,2.39E+07
2020.10.13,2145498,101653,1.98E+07,2438925,2.45E+07
2020.10.12,1993197,122987,1.75E+07,2865452,2.24E+07
2020.10.8,2633445,128376,1.86E+07,3271851,2.47E+07
2020.10.7,2049482,83076,1.52E+07,2225693,1.96E+07
2020.10.6,1937629,104624,1.74E+07,2673428,2.21E+07
2020.10.5,2302407,101115,1.51E+07,3169570,2.06E+07
2020.9.29,1793081,158531,1.58E+07,3127472,2.09E+07
2020.9.28,1649761,182273,1.59E+07,2423991,2.01E+07
2020.9.25,1684979,135787,1.89E+07,2773310,2.35E+07
2020.9.24,2306899,179009,2.22E+07,3246666,2.79E+07
2020.9.23,2655120,149978,2.09E+07,3007817,2.67E+07
2020.9.22,2124867,184641,2.45E+07,3449806,3.02E+07
2020.9.21,2216444,166195,2.29E+07,2637734,2.80E+07
2020.9.18,2069949,140554,2.04E+07,4019504,2.66E+07
2020.9.17,2424445,209289,2.29E+07,2994522,2.86E+07
2020.9.16,1912505,189654,2.29E+07,2867301,2.79E+07
2020.9.15,2006471,163291,2.27E+07,2852267,2.77E+07
2020.9.14,2214674,191577,2.06E+07,2505030,2.56E+07
2020.9.11,1699096,183486,2.22E+07,2430182,2.65E+07
2020.9.10,3259264,189079,2.36E+07,3375421,3.04E+07
2020.9.9,2448439,213595,2.60E+07,3233985,3.19E+07
2020.9.8,2828815,230758,3.08E+07,3058002,3.69E+07
2020.9.7,2108990,217848,2.81E+07,2818346,3.32E+07
2020.9.4,2357365,234142,2.87E+07,3105070,3.44E+07
2020.9.3,2463780,223145,2.54E+07,3382568,3.15E+07
2020.9.2,2075750,170011,2.50E+07,2911763,3.01E+07
2020.9.1,2375597,161566,2.38E+07,3109807,2.94E+07
2020.8.31,3078803,287553,2.54E+07,5490142,3.42E+07
2020.8.28,2637439,186731,2.66E+07,2899991,3.23E+07
2020.8.27,2381527,207076,3.04E+07,3012355,3.60E+07
2020.8.26,2405450,164205,2.61E+07,3110035,3.18E+07
2020.8.25,2420392,199613,2.24E+07,2774005,2.78E+07
2020.8.24,2475136,168477,1.94E+07,2660401,2.47E+07
2020.8.21,2710376,166290,2.22E+07,3080877,2.82E+07
2020.8.20,3036014,203034,2.60E+07,3221349,3.25E+07
2020.8.19,2482083,152869,2.12E+07,3333262,2.71E+07
2020.8.18,3495596,213132,2.55E+07,4280577,3.34E+07
2020.8.14,2873975,199414,2.43E+07,3035476,3.04E+07
2020.8.13,4274920,197729,2.50E+07,3653952,3.31E+07
2020.8.12,3023935,217895,2.46E+07,3185926,3.10E+07
2020.8.11,3369473,260676,2.61E+07,3331987,3.30E+07
2020.8.10,3185309,259680,2.58E+07,2910481,3.21E+07
2020.8.7,2621393,216546,2.62E+07,3157763,3.22E+07
2020.8.6,3020345,198967,2.59E+07,2931309,3.21E+07
