,date,title,main,comments,"_summary_
                        looks_count",likes_count,comments_count
0,06-30,궁금해용 !! (은행),"어느분께서성함을 숨기고(캐릭터이름 적음)제 계좌로 돈을 보내셨는데, 입금해주신분이 어느분인지 아는 방법 있을까요??","얼마?
10
알수없고 계좌동결되기전에 은행연락해보는게 좋을듯
",257,0,3
