일자,기관 합계,기타법인,개인,외국인 합계,전체
2015.12.15,664552,46554,4168222,1319764,6199093
2015.12.14,823319,61113,4760148,1539321,7183901
2015.12.11,849650,62295,4803569,1539541,7255055
2015.12.10,1014736,191745,5548718,1819126,8574326
2015.12.9,596837,58255,5080699,1384350,7120142
2015.12.8,638686,68119,5243629,1320669,7271103
2015.12.7,617201,65709,4450550,1238119,6371579
2015.12.4,531191,36186,4505262,1442996,6515634
2015.12.3,732685,56892,4630655,1288113,6708346
2015.12.2,759193,70500,5761331,1481090,8072114
2015.12.1,813165,59531,5550384,1634382,8057461
2015.11.30,996081,89952,4898659,4055653,1.00E+07
2015.11.27,755898,67113,5169302,1095350,7087663
2015.11.26,900308,99655,5635983,1108038,7743983
2015.11.25,840457,89731,5642783,1405174,7978145
2015.11.24,836549,74597,5224613,1503721,7639480
2015.11.23,764729,74694,5546118,1296059,7681600
2015.11.20,735513,80799,5514542,1259746,7590600
2015.11.19,954582,79308,6491231,1475075,9000195
2015.11.18,888587,80966,6128031,1427349,8524933
2015.11.17,850373,56109,5295904,1601889,7804274
2015.11.16,935078,56559,5271958,2109412,8373007
2015.11.13,839172,53397,5428175,1495137,7815880
2015.11.12,778686,53611,5244437,1141765,7218500
2015.11.11,864842,49428,5093647,1341960,7349877
2015.11.10,1197242,387143,6607366,1483906,9675657
2015.11.9,1105961,107404,7523349,1278014,1.00E+07
2015.11.6,945607,87714,6601545,1248515,8883381
2015.11.5,988696,65536,5349248,1259976,7663456
2015.11.4,1211078,86257,5844371,1481370,8623076
2015.11.3,1303689,93345,6199913,1734497,9331445
2015.11.2,1224900,56698,4980519,1720725,7982841
2015.10.30,1426345,96464,6172912,2359093,1.01E+07
2015.10.29,1824034,87600,6128242,1882701,9922577
2015.10.28,1000624,107421,6315499,1714657,9138201
2015.10.27,754762,63501,5573141,1305552,7696955
2015.10.26,891406,63741,5978344,1211704,8145195
2015.10.23,952957,72709,6422052,1569367,9017084
2015.10.22,1321370,74303,6603895,1669800,9669367
2015.10.21,1079188,69538,6412933,1358436,8920096
2015.10.20,780447,65634,6091220,1299967,8237269
2015.10.19,799322,70129,5370735,1129467,7369653
2015.10.16,812273,75272,5451589,2113381,8452514
2015.10.15,914568,57491,5274220,1314062,7560340
2015.10.14,984246,57568,5581943,1388920,8012677
2015.10.13,1093676,55384,5588381,1580633,8318074
2015.10.12,1124963,59085,5506000,1898267,8588313
2015.10.8,1213210,53197,6119028,1869930,9255365
2015.10.7,1126501,67568,6637947,1811470,9643486
2015.10.6,896233,173795,6350653,1629994,9050675
2015.10.5,811117,53815,5505045,1425936,7795913
2015.10.2,865543,66505,6057893,1603788,8593730
2015.10.1,770848,68150,6006649,1534549,8380197
2015.9.30,1013079,63985,5013801,2622808,8713674
2015.9.25,841868,46990,4866896,1480938,7236692
2015.9.24,818132,563738,5968211,1392980,8743061
2015.9.23,1011688,348718,6270420,1932706,9563531
2015.9.22,875060,67426,6299285,1303656,8545427
2015.9.21,786630,73482,5259820,1259844,7379776
2015.9.18,1184303,85843,7137273,2767441,1.12E+07
2015.9.17,1124357,69563,6184776,1779003,9157699
2015.9.16,951670,87795,6231464,1658090,8929020
2015.9.15,679930,55687,4523479,1446894,6705990
2015.9.14,884668,51567,4477580,1241296,6655111
2015.9.11,1054836,64244,5171291,1301835,7592206
2015.9.10,1161475,78266,5089338,1786147,8115226
2015.9.9,968101,87549,5258379,1685658,7999687
2015.9.8,1070137,52837,5195326,1333245,7651544
2015.9.7,735429,49479,4161173,1355068,6301149
2015.9.4,1203212,78052,5570562,1429960,8281786
2015.9.3,1130689,71215,5021693,1542182,7765779
2015.9.2,1076851,66585,5382488,1697088,8223013
2015.9.1,1209654,54932,5039337,1443804,7747727
2015.8.31,1121435,65545,4800008,2514550,8501538
2015.8.28,1284774,105108,5838290,1899421,9127593
2015.8.27,1362063,82112,6013023,2274099,9731297
2015.8.26,1215049,84009,6327793,2560516,1.02E+07
2015.8.25,1271520,79931,6118195,2555616,1.00E+07
2015.8.24,1134728,76579,5372959,2676583,9260848
2015.8.21,1124232,81497,7194560,2182444,1.06E+07
2015.8.20,1019457,54984,5154277,1890894,8119611
2015.8.19,1855230,96291,7038325,2164329,1.12E+07
2015.8.18,1303139,63460,5951495,1627063,8945158
2015.8.17,810048,79666,5007234,1735578,7632526
2015.8.13,1078570,75263,5635162,1744804,8533799
2015.8.12,1652096,90105,7135163,2012233,1.09E+07
2015.8.11,1050811,62777,6254657,1595097,8963342
2015.8.10,1065470,76284,5282073,1155376,7579203
2015.8.7,1101132,77783,5228504,1589836,7997255
2015.8.6,1451541,84472,5896925,1813092,9246030
2015.8.5,1139932,66425,5661178,1464500,8332034
2015.8.4,1048944,75381,4932538,1671235,7728098
2015.8.3,1267359,56957,4825548,1674128,7823992
2015.7.31,1515072,71880,5717780,1991373,9296106
2015.7.30,1586970,103831,7012323,1890727,1.06E+07
2015.7.29,1412662,103342,7499653,1738280,1.08E+07
2015.7.28,1346960,129739,7167180,2092900,1.07E+07
2015.7.27,1384806,90758,7002429,1890135,1.04E+07
2015.7.24,1230342,99217,7490947,1745483,1.06E+07
2015.7.23,1315264,91028,7286247,1614507,1.03E+07
2015.7.22,1295968,112884,7739006,1920454,1.11E+07
2015.7.21,1275442,101821,7617621,1585869,1.06E+07
2015.7.20,1258073,116957,7675942,1294629,1.03E+07
2015.7.17,1719420,173647,9941223,1700920,1.35E+07
2015.7.16,1216861,367148,9100729,1720447,1.24E+07
2015.7.15,1460109,119581,8723709,1463512,1.18E+07
2015.7.14,1424859,110747,7558496,1722648,1.08E+07
2015.7.13,1356666,136314,6913796,1424205,9830982
2015.7.10,1404301,94871,7442368,1763210,1.07E+07
2015.7.9,1675427,96363,7846979,1960871,1.16E+07
2015.7.8,1476214,135618,8422500,2342861,1.24E+07
2015.7.7,1747006,104293,1.08E+07,2157544,1.48E+07
2015.7.6,1331406,103989,8361759,1644889,1.14E+07
2015.7.3,1287219,134839,8165637,1317699,1.09E+07
2015.7.2,1528772,147729,8537010,1827117,1.20E+07
2015.7.1,1231816,112334,7475127,1491472,1.03E+07
2015.6.30,1108113,84575,6652207,1966266,9811161
2015.6.29,1277200,76987,7255977,1696862,1.03E+07
2015.6.26,1283728,129061,8097644,1770823,1.13E+07
2015.6.25,1222838,113084,7356221,1607347,1.03E+07
2015.6.24,1234860,93363,6656535,1403172,9387930
2015.6.23,1174797,96392,6708071,1516415,9495674
2015.6.22,1104258,64048,5543487,1367012,8078805
2015.6.19,1216862,114227,6438206,1977960,9747255
2015.6.18,1319883,99379,6475784,1573267,9468313
2015.6.17,1072801,90783,6023651,1863186,9050421
2015.6.16,1541019,85034,6805054,2021945,1.05E+07
2015.6.15,1314208,75370,5518122,1423309,8331009
2015.6.12,1509081,79133,6565060,1852222,1.00E+07
2015.6.11,2196134,87635,6970111,2238691,1.15E+07
2015.6.10,1509473,93439,6955715,1836329,1.04E+07
2015.6.9,1355878,94965,6556476,1601509,9608828
2015.6.8,1194579,76206,6591872,1511146,9373803
2015.6.5,1492180,84803,7290404,1610088,1.05E+07
2015.6.4,2179734,127146,7527372,1959290,1.18E+07
2015.6.3,1374657,87242,8486287,2038906,1.20E+07
2015.6.2,1723367,117314,8101974,1903098,1.18E+07
2015.6.1,1555433,277785,6855835,1699237,1.04E+07
2015.5.29,1457692,149042,7443511,3374076,1.24E+07
2015.5.28,1705387,128445,7336209,1628264,1.08E+07
2015.5.27,1810224,101433,7318164,2379619,1.16E+07
2015.5.26,1403262,142222,7056351,1811495,1.04E+07
2015.5.22,1285657,106287,7564659,1493680,1.05E+07
2015.5.21,1454350,130208,7288521,1418545,1.03E+07
2015.5.20,1283277,118711,8268357,1443879,1.11E+07
2015.5.19,1350909,109070,7202324,1647325,1.03E+07
2015.5.18,1351305,97887,7313742,1564748,1.03E+07
2015.5.15,1347428,752859,6622931,1528484,1.03E+07
2015.5.14,1291913,109180,6217592,1496779,9115464
2015.5.13,1184119,92699,6557196,1523819,9357833
2015.5.12,1125296,77829,6114473,1646077,8963675
2015.5.11,1111317,78173,5399985,1444968,8034443
2015.5.8,1227521,76693,5158839,1447370,7910423
2015.5.7,1325017,92789,5822045,1657303,8897154
2015.5.6,1325536,76665,5659452,1886159,8947812
2015.5.4,1062387,76014,5166217,1463017,7767636
2015.4.30,1480091,98177,6244655,2153320,9976243
2015.4.29,1492557,131485,7196445,1859383,1.07E+07
2015.4.28,1359002,109769,7572862,1769253,1.08E+07
2015.4.27,1654933,78828,6116133,1654631,9504525
2015.4.24,2371682,138764,8185329,1972233,1.27E+07
2015.4.23,2013799,142297,9370165,1779065,1.33E+07
2015.4.22,2000796,146580,1.20E+07,1871906,1.60E+07
2015.4.21,1789256,107532,8456446,1631880,1.20E+07
2015.4.20,1800219,143256,8027824,1634768,1.16E+07
2015.4.17,1541526,128182,7942456,1678886,1.13E+07
2015.4.16,1735894,167082,8366623,1596768,1.19E+07
2015.4.15,1886996,115590,7818741,1543844,1.14E+07
2015.4.14,1966720,152614,9592882,1720947,1.34E+07
2015.4.13,1744582,114079,8175451,1617897,1.17E+07
2015.4.10,1374065,126563,7506486,1628511,1.06E+07
2015.4.9,1432192,186496,6563686,1637192,9819566
2015.4.8,1328188,111890,7261359,1590776,1.03E+07
2015.4.7,1255827,139592,6064510,1121987,8581916
2015.4.6,1271069,81153,5762277,860633,7975132
2015.4.3,981100,103559,5904397,795349,7784405
2015.4.2,1362860,124443,6756985,1438108,9682395
2015.4.1,1272356,83773,5614040,1362861,8333029
2015.3.31,1132495,92964,5938623,1562714,8726796
2015.3.30,1089276,79634,4881308,1139002,7189219
2015.3.27,1269577,124013,5296680,1635573,8325843
2015.3.26,1373524,98032,5466351,1811945,8749852
2015.3.25,1308285,137983,5856131,1289804,8592204
2015.3.24,1148741,87812,4833983,1256586,7327123
2015.3.23,1183395,142940,5150961,1222360,7699655
2015.3.20,1276522,92890,5460563,1736218,8566193
2015.3.19,1779658,123157,5789266,1400105,9092186
2015.3.18,1680108,105694,5580229,1421428,8787458
2015.3.17,1286433,89576,5445428,1436188,8257625
2015.3.16,1173318,67229,4957588,1463462,7661597
2015.3.13,1121916,73982,4900811,1266864,7363572
2015.3.12,1984527,82539,4883230,2229768,9180064
2015.3.11,1874303,84651,4747761,1753636,8460351
2015.3.10,1305394,75936,5022492,1317808,7721630
2015.3.9,1117825,56398,4438537,1230613,6843373
2015.3.6,1247319,88149,5481028,1069924,7886421
2015.3.5,1050852,108948,4592354,1136329,6888483
2015.3.4,1339029,84130,5067014,1242778,7732950
2015.3.3,1399937,73102,5293034,1460664,8226736
2015.3.2,1452457,79765,5384059,1725894,8642173
2015.2.27,1288024,79042,5143249,2112934,8623249
2015.2.26,1336162,79794,5339130,1373342,8128427
2015.2.25,1179642,120245,5307052,1326486,7933426
2015.2.24,956421,76910,4730026,1449470,7212827
2015.2.23,826012,94633,4490992,1637055,7048693
2015.2.17,874519,87008,4791055,954576,6707158
2015.2.16,1020240,89210,4977758,855675,6942883
2015.2.13,978003,83322,5252262,1115785,7429371
2015.2.12,1032268,71377,4789968,1498016,7391629
2015.2.11,1045066,90900,4649767,1332672,7118405
2015.2.10,1054189,73262,4612996,1432190,7172637
2015.2.9,1168993,81578,4945910,1430090,7626571
2015.2.6,1262596,79270,6054566,1603871,9000303
2015.2.5,1147266,74589,4597486,1381794,7201135
2015.2.4,1193099,80026,5019698,1465449,7758271
2015.2.3,1297798,75105,4840908,1315178,7528988
2015.2.2,1017245,85247,4405054,1342398,6849944
2015.1.30,1359416,102027,4999641,1990914,8451998
2015.1.29,1245942,75092,5024494,1680275,8025803
2015.1.28,1249661,97007,5163975,1487398,7998041
2015.1.27,1189856,95721,5586884,1426958,8299420
2015.1.26,1139692,76973,4339582,1312724,6868971
2015.1.23,1176776,77626,4964821,1459548,7678771
2015.1.22,1299351,76535,5065865,1453335,7895085
2015.1.21,1131073,91432,4845859,1356594,7424957
2015.1.20,817282,56670,4580058,1065770,6519781
2015.1.19,825941,59116,4211323,996670,6093050
2015.1.16,1052300,75554,4165359,1448948,6742162
2015.1.15,849641,54040,4250160,1463678,6617520
2015.1.14,1101784,70099,4276303,1553187,7001373
2015.1.13,1399089,168132,4684811,1516261,7768294
2015.1.12,798260,71011,4278105,1094761,6242136
2015.1.9,897292,70705,5008647,1283889,7260533
2015.1.8,988758,113999,4462904,1445000,7010660
2015.1.7,850077,61487,4470701,1422085,6804350
2015.1.6,1121190,66938,4501001,1649526,7338655
2015.1.5,1278060,74157,4573967,1131625,7057809
2015.1.2,1028760,74140,3669715,844978,5617592
