일자,기관 합계,기타법인,개인,외국인 합계,전체
2018.2.12,1710580,104787,7380954,2420832,1.16E+07
2018.2.9,2164840,83587,8778121,3065218,1.41E+07
2018.2.8,3745092,116970,8658575,3461386,1.60E+07
2018.2.7,2752968,89137,1.03E+07,3699906,1.68E+07
2018.2.6,2565658,112140,1.17E+07,3781686,1.82E+07
2018.2.5,2220155,108546,9771262,3140592,1.52E+07
2018.2.2,2310919,104650,1.03E+07,3400934,1.61E+07
2018.2.1,1909381,115010,1.11E+07,3244248,1.64E+07
2018.1.31,2772168,115598,1.11E+07,4360629,1.84E+07
2018.1.30,2364482,136816,1.14E+07,2680606,1.65E+07
2018.1.29,1997687,142773,1.23E+07,2273395,1.67E+07
2018.1.26,1911015,112338,1.04E+07,2438801,1.49E+07
2018.1.25,1831029,124312,1.11E+07,2398798,1.54E+07
2018.1.24,1635648,128723,1.11E+07,2512059,1.54E+07
2018.1.23,1604729,131430,1.10E+07,2448956,1.52E+07
2018.1.22,1731794,212276,9193695,2570048,1.37E+07
2018.1.19,1830919,115979,1.13E+07,2327458,1.56E+07
2018.1.18,1850198,113262,1.15E+07,2593614,1.61E+07
2018.1.17,1867568,113295,1.24E+07,2474853,1.68E+07
2018.1.16,1808047,144959,1.25E+07,2459124,1.69E+07
2018.1.15,1785549,139675,1.31E+07,1817555,1.69E+07
2018.1.12,2123121,129979,1.57E+07,2961072,2.09E+07
2018.1.11,2289858,100180,1.06E+07,2731139,1.58E+07
2018.1.10,2004079,129422,1.11E+07,2921769,1.62E+07
2018.1.9,2062600,182836,1.21E+07,2552863,1.69E+07
2018.1.8,2250663,113840,1.06E+07,2064022,1.50E+07
2018.1.5,1720047,98298,1.03E+07,1977197,1.40E+07
2018.1.4,2439309,144815,1.04E+07,2291295,1.52E+07
2018.1.3,2078528,100548,1.02E+07,1768850,1.42E+07
2018.1.2,1569498,94920,8361395,1415545,1.14E+07
2017.12.28,1148938,152668,8099289,1549373,1.10E+07
2017.12.27,1855146,77829,8003621,1610895,1.15E+07
2017.12.26,1303152,156685,9526940,1317529,1.23E+07
2017.12.22,1015614,110227,8253443,1535046,1.09E+07
2017.12.21,1231789,125311,7933512,2076493,1.14E+07
2017.12.20,1061011,82529,8310147,1964947,1.14E+07
2017.12.19,1179835,126848,1.04E+07,2134248,1.39E+07
2017.12.18,1029949,73407,7326943,1722931,1.02E+07
2017.12.15,1123708,73672,7910652,3024748,1.21E+07
2017.12.14,3935243,109396,8322126,3057269,1.54E+07
2017.12.13,1082327,80242,7370118,2044689,1.06E+07
2017.12.12,1140397,65588,6741993,2491271,1.04E+07
2017.12.11,1184197,85289,6747248,1896256,9912990
2017.12.8,1232553,89290,8466633,2337227,1.21E+07
2017.12.7,1385547,275214,1.02E+07,2759510,1.46E+07
2017.12.6,1578637,85576,9986984,2466524,1.41E+07
2017.12.5,1354022,108406,9304139,2034147,1.28E+07
2017.12.4,1511893,107553,9188848,2209571,1.30E+07
2017.12.1,1398858,166186,8552183,2526329,1.26E+07
2017.11.30,1890182,105930,8792474,5748316,1.65E+07
2017.11.29,1186423,93347,8444097,2282318,1.20E+07
2017.11.28,1414398,100545,9209486,2410123,1.31E+07
2017.11.27,1520138,92991,8328955,2658163,1.26E+07
2017.11.24,983000,83370,8692805,1699925,1.15E+07
2017.11.23,1227542,175287,9823034,1705012,1.29E+07
2017.11.22,1610234,109481,1.24E+07,2807090,1.69E+07
2017.11.21,1609274,149103,1.30E+07,2333784,1.71E+07
2017.11.20,1622457,134475,8854243,1860748,1.25E+07
2017.11.17,1936720,117171,9368813,2288087,1.37E+07
2017.11.16,1668163,125288,9869035,1950343,1.36E+07
2017.11.15,1849814,170698,1.27E+07,2466070,1.72E+07
2017.11.14,1479000,154853,9211550,2319514,1.32E+07
2017.11.13,1734092,108298,8000459,2145305,1.20E+07
2017.11.10,1392267,104255,6510572,1965923,9973017
2017.11.9,2325471,82579,6710237,2262595,1.14E+07
2017.11.8,1586452,166269,7821666,1932047,1.15E+07
2017.11.7,1648343,219286,7227679,2047072,1.11E+07
2017.11.6,1875089,87329,6272169,1792037,1.00E+07
2017.11.3,1328491,114178,6543821,1919763,9906254
2017.11.2,1632372,86466,6810732,2020713,1.06E+07
2017.11.1,2046715,85458,6781116,2241370,1.12E+07
2017.10.31,2185418,96879,6978706,2222241,1.15E+07
2017.10.30,1993418,79985,6632180,1949567,1.07E+07
2017.10.27,1527478,65622,6197663,2209299,1.00E+07
2017.10.26,1904302,72088,7094031,2261553,1.13E+07
2017.10.25,1522958,66510,5777882,1695349,9062700
2017.10.24,1193484,64357,5905330,1660571,8823741
2017.10.23,1585418,46264,5166422,1340354,8138458
2017.10.20,1348411,54248,5921864,1925842,9250365
2017.10.19,1827630,119550,7184891,2076808,1.12E+07
2017.10.18,1537692,81199,6739446,2033678,1.04E+07
2017.10.17,1583845,77407,5974611,1906220,9542083
2017.10.16,1553757,82290,6231945,2202211,1.01E+07
2017.10.13,1742293,97074,7546872,2379528,1.18E+07
2017.10.12,2032687,82611,5582153,2035208,9732659
2017.10.11,1698469,334706,4881322,2153393,9067891
2017.10.10,1757770,53653,5048520,3480580,1.03E+07
2017.9.29,1146987,57056,4600752,2011620,7816415
2017.9.28,1324702,48236,4127382,2038715,7539035
2017.9.27,1085223,41195,4346230,2178175,7650823
2017.9.26,1283047,88697,5166009,2571319,9109072
2017.9.25,1209398,72917,5507880,1765201,8555396
2017.9.22,1630252,82805,6048618,2249990,1.00E+07
2017.9.21,1387927,191224,5980293,2218555,9777999
2017.9.20,1399753,94332,6832674,2043693,1.04E+07
2017.9.19,1290619,76743,5961368,1998536,9327266
2017.9.18,1375249,113589,6067146,1598342,9154326
2017.9.15,1367384,114814,6514760,2677769,1.07E+07
2017.9.14,2127759,332398,5679583,2464467,1.06E+07
2017.9.13,1287138,92104,6436565,1912166,9727974
2017.9.12,1044503,61157,5569921,1825912,8501493
2017.9.11,1002075,68853,5720197,1784832,8575957
2017.9.8,1153181,52165,5084553,1738862,8028761
2017.9.7,1078637,62726,4857458,1668637,7667457
2017.9.6,1176126,62955,4779940,2192632,8211654
2017.9.5,1059975,58331,5283303,1807715,8209325
2017.9.4,851672,68975,5233633,1374935,7529214
2017.9.1,1301863,68793,4642965,1735979,7749600
2017.8.31,1173925,67472,4599797,2368592,8209786
2017.8.30,952042,84963,4630586,1614761,7282351
2017.8.29,1088024,100697,4325794,1729369,7243884
2017.8.28,882322,61112,4211859,1392562,6547856
2017.8.25,941061,71089,4510795,1643908,7166852
2017.8.24,1191670,52623,4568565,1652347,7465204
2017.8.23,1046558,63319,4155615,1491578,6757070
2017.8.22,870607,69408,4329628,1435555,6705197
2017.8.21,935106,43069,3699754,1428451,6106381
2017.8.18,1073911,244989,3951368,1561754,6832022
2017.8.17,1409329,49084,4096713,1672954,7228079
2017.8.16,1498204,64305,4764292,2558845,8885646
2017.8.14,923652,50809,4241550,1919309,7135319
2017.8.11,1369102,61874,5090766,2650171,9171913
2017.8.10,1736020,131960,5415392,2184585,9467957
2017.8.9,1028756,58631,4710389,1919826,7717602
2017.8.8,1290667,73366,4281558,1566594,7212185
2017.8.7,1143488,50969,4278396,1405647,6878500
2017.8.4,1130701,48416,4668475,1908837,7756430
2017.8.3,1765295,70453,5573764,2290761,9700273
2017.8.2,1445646,63978,4942576,1632335,8084535
2017.8.1,1417953,60076,4930349,1864490,8272867
2017.7.31,1152170,62588,5107790,2181176,8503724
2017.7.28,1853930,122356,6203798,2628342,1.08E+07
2017.7.27,1219613,74784,5199224,1803435,8297056
2017.7.26,1462595,82807,6100284,2191882,9837567
2017.7.25,1243570,71121,5438949,2025551,8779190
2017.7.24,989896,59130,4853415,1722879,7625321
2017.7.21,1310021,76567,5213540,1703507,8303635
2017.7.20,1293397,139938,5583235,1679286,8695856
2017.7.19,1340506,71671,5209127,1666682,8287987
2017.7.18,1032284,74026,4999152,1756230,7861691
2017.7.17,1166176,67370,4401715,1662134,7297396
2017.7.14,1125660,280498,4919774,1703688,8029620
2017.7.13,1796224,75117,5365569,1899803,9136713
2017.7.12,1295007,438071,4805423,1685535,8224035
2017.7.11,1217428,57233,4554683,1648946,7478290
2017.7.10,1082143,82261,4636423,1731097,7531924
2017.7.7,1230797,504787,4558853,1793757,8088195
2017.7.6,1410493,58826,4238252,1600735,7308306
2017.7.5,1260577,67672,4678727,1467493,7474470
2017.7.4,1154342,158732,5233582,1447225,7993881
2017.7.3,1259852,59716,4770984,1461833,7552385
2017.6.30,1303368,55029,4510059,1898464,7766920
2017.6.29,1208306,72987,5269742,1666278,8217313
2017.6.28,1338717,116466,5545107,2074880,9075169
2017.6.27,1954494,570890,5358661,1742173,9626218
2017.6.26,1154400,67103,5642942,1386759,8251205
2017.6.23,1152203,155095,5209593,2011734,8528624
2017.6.22,1570455,418291,5972278,2138694,1.01E+07
2017.6.21,1385116,51458,6073774,2244217,9754564
2017.6.20,1841904,378567,6891253,1926574,1.10E+07
2017.6.19,1265587,91222,5860026,1597265,8814100
2017.6.16,1296958,55140,5520419,2589882,9462399
2017.6.15,1615956,77850,5754386,1821150,9269342
2017.6.14,1668006,73735,6380046,2153357,1.03E+07
2017.6.13,1297411,95953,6079304,1735786,9208454
2017.6.12,1679228,62612,5446018,1927751,9115610
2017.6.9,1651910,85220,6619332,2214639,1.06E+07
2017.6.8,2927208,69306,6478980,2791873,1.23E+07
2017.6.7,1476673,65277,5552969,2547520,9642439
2017.6.5,1412020,63018,5446103,1513350,8434492
2017.6.2,1523088,138704,5903001,1891487,9456279
2017.6.1,1266863,91072,5222920,1857163,8438018
2017.5.31,1210254,72808,5627270,4483356,1.14E+07
2017.5.30,1377222,80752,5681666,1436482,8576122
2017.5.29,1500634,80623,5450187,1467724,8499167
2017.5.26,1452880,62985,5427811,1972896,8916573
2017.5.25,1401987,88433,5797597,1876160,9164176
2017.5.24,1288448,114781,5440531,1945209,8788969
2017.5.23,1307206,71819,5362770,1895898,8637693
2017.5.22,1780560,64253,5070611,1766820,8682244
2017.5.19,1324984,72689,5391577,1977012,8766263
2017.5.18,1398009,80299,5401372,2168352,9048031
2017.5.17,1453072,69961,5185506,1848491,8557030
2017.5.16,1359744,440849,5641186,2289814,9731594
2017.5.15,999596,66702,4661609,1781864,7509771
2017.5.12,1445567,78414,5616877,2432821,9573679
2017.5.11,2163041,95320,6206502,2655887,1.11E+07
2017.5.10,2226783,84096,6477372,3608658,1.24E+07
2017.5.8,1309481,75846,5678404,2513444,9577175
2017.5.4,1053377,42337,3903318,1940414,6939446
2017.5.2,1092550,47769,4303468,1882322,7326108
2017.4.28,1529793,77407,4729334,2375234,8711768
2017.4.27,1560187,137352,5456701,2103848,9258089
2017.4.26,1167778,85628,5122487,1994974,8370868
2017.4.25,1331114,54005,4842621,1855215,8082955
2017.4.24,977492,66062,5037593,1404739,7485887
2017.4.21,1015237,65834,5150745,1808004,8039820
2017.4.20,1096533,86072,5614141,2033000,8829746
2017.4.19,1049312,61860,5484214,1893407,8488793
2017.4.18,956990,60506,5339694,1323912,7681102
2017.4.17,806830,41023,4938359,1066722,6852935
2017.4.14,640836,41398,5247194,906197,6835626
2017.4.13,1240637,48205,5334661,1580152,8203655
2017.4.12,829310,48284,4616794,1575442,7069830
2017.4.11,727940,72531,5469077,1749225,8018773
2017.4.10,751312,59651,5842097,1468615,8121675
2017.4.7,843088,147353,5061944,1687120,7739506
2017.4.6,895451,242354,5230697,1759476,8127978
2017.4.5,1064493,55328,5869086,1878101,8867009
2017.4.4,844200,172501,6325359,1727188,9069249
2017.4.3,775554,50808,5200201,1491629,7518192
2017.3.31,808104,44319,5060399,1850502,7763325
2017.3.30,920221,93804,5049581,1630860,7694467
2017.3.29,1050524,54093,5295464,2052810,8452891
2017.3.28,1007421,42415,5400420,1634733,8084988
2017.3.27,1056327,52283,5529475,1891817,8529901
2017.3.24,1024300,64593,5272078,1833656,8194627
2017.3.23,1066410,80327,5684375,1978537,8809649
2017.3.22,1346358,88204,4860720,2303937,8599220
2017.3.21,1320395,62227,5504052,1955240,8841915
2017.3.20,909022,61999,4573477,1559262,7103760
2017.3.17,1086833,46033,5175644,2047082,8355592
2017.3.16,1190525,56973,5701492,1642109,8591099
2017.3.15,1176672,50655,5935972,1619008,8782308
2017.3.14,1291854,49300,5616621,1824215,8781990
2017.3.13,1090095,53245,4941714,1324782,7409836
2017.3.10,1153774,41635,6019532,1728842,8943783
2017.3.9,1542158,31224,4497843,1634463,7705688
2017.3.8,1157979,38567,3847763,1670122,6714430
2017.3.7,783712,38462,4046748,1608038,6476959
2017.3.6,1205122,35401,4035653,1636810,6912986
2017.3.3,1280293,48575,4483587,2056635,7869090
2017.3.2,1909485,49755,4523015,2211079,8693335
2017.2.28,1182231,39009,4117233,2219369,7557842
2017.2.27,938660,44975,3801502,1590974,6376111
2017.2.24,1361892,57996,4760353,1723849,7904090
2017.2.23,1247963,45973,4128312,1731843,7154091
2017.2.22,1156207,252301,4563805,1352527,7324840
2017.2.21,946420,66477,4645214,1337744,6995855
2017.2.20,1026863,44307,4103338,1010545,6185052
2017.2.17,858280,79254,4954698,1793353,7685585
2017.2.16,1104858,44816,4509229,1576760,7235664
2017.2.15,961600,49621,4577769,1868112,7457102
2017.2.14,843525,55972,4325612,1820047,7045156
2017.2.13,755718,48934,4159886,1514061,6478599
2017.2.10,991686,57355,5255269,1922721,8227030
2017.2.9,1206338,40948,4302780,1810680,7360746
2017.2.8,1088850,45891,4194762,2039567,7369070
2017.2.7,974521,53097,4179027,1775938,6982583
2017.2.6,908422,45402,4094653,1431009,6479485
2017.2.3,1092995,53131,4934356,2034656,8115139
2017.2.2,1256937,60779,5596365,2028108,8942189
2017.2.1,890547,53606,4305108,1803798,7053058
2017.1.31,806658,34232,3895709,2344938,7081537
2017.1.26,1140049,49407,4280024,1630370,7099850
2017.1.25,1253689,46232,4424242,1511863,7236026
2017.1.24,758238,41876,4267467,1601566,6669147
2017.1.23,853085,36528,4266911,1233988,6390511
2017.1.20,820419,44385,4450818,1333682,6649303
2017.1.19,1060748,44896,4288546,1387169,6781358
2017.1.18,818567,34567,4431178,1335484,6619796
2017.1.17,978305,44974,4701108,1113044,6837431
2017.1.16,983457,37769,4741845,1515372,7278442
2017.1.13,831879,50750,5344978,1611414,7839022
2017.1.12,1102467,68417,5123659,1526952,7821496
2017.1.11,1082990,92182,5152000,1431583,7758756
2017.1.10,1088704,46444,4605847,1319202,7060197
2017.1.9,1222770,48074,4207751,1188641,6667236
2017.1.6,899866,53843,4393605,1189099,6536414
2017.1.5,1082619,59962,4459048,1792286,7393916
2017.1.4,1275934,57655,4479430,1243586,7056605
2017.1.3,1185148,46689,4459463,1006533,6697832
2017.1.2,814416,35305,3495659,603753,4949133
2016.12.29,997128,37272,3708200,909295,5651895
2016.12.28,1181986,80051,3861267,784497,5907803
2016.12.27,730001,94809,4738380,598430,6161620
2016.12.26,759320,75340,4854962,575122,6264744
2016.12.23,643553,90135,4354137,1110094,6197919
2016.12.22,799092,43047,4273262,1210732,6326132
2016.12.21,859098,83757,5024517,1108617,7075988
2016.12.20,811357,45336,4351427,1117808,6325927
2016.12.19,759229,51336,4262268,1056513,6129345
2016.12.16,911271,69927,4823990,1811274,7616462
2016.12.15,791835,59521,4213051,1225322,6289729
2016.12.14,986856,57224,4360708,1230118,6634905
2016.12.13,1054846,53131,5073118,1410527,7591622
2016.12.12,930415,49818,4430897,1263952,6675083
2016.12.9,800074,47446,4139923,1642654,6630096
2016.12.8,1195967,98094,4754060,1789878,7837999
2016.12.7,848812,69825,4069423,1469768,6457829
2016.12.6,900239,103639,3739864,1522191,6265933
2016.12.5,625091,37770,3737561,1255800,5656222
2016.12.2,813463,36025,3495976,1727124,6072588
2016.12.1,1003875,52802,3895164,1763745,6715586
2016.11.30,1211110,67791,3580170,3271834,8130905
2016.11.29,1008695,359887,4710479,1677478,7756540
2016.11.28,884572,33841,3497309,1226948,5642670
2016.11.25,732293,50616,3515162,1093501,5391571
2016.11.24,849478,52570,4278732,1327490,6508271
2016.11.23,995592,414317,4627500,1537516,7574925
2016.11.22,784636,316262,3974894,1515925,6591717
2016.11.21,740716,34116,3953306,1439840,6167978
2016.11.18,1212863,38297,4559585,1600587,7411332
2016.11.17,897756,49108,4219273,1166683,6332821
2016.11.16,1087269,58616,4611563,1754118,7511566
2016.11.15,1024015,47217,5415216,1842526,8328974
2016.11.14,971346,42580,4792758,1794095,7600779
2016.11.11,1115414,101379,5830980,2343079,9390852
2016.11.10,1731355,76499,6789402,1948913,1.05E+07
2016.11.9,1415862,66471,9311702,2426643,1.32E+07
2016.11.8,697393,35177,3900046,1178452,5811067
2016.11.7,624547,46179,3657862,1307866,5636454
2016.11.4,733157,44873,3495107,1328436,5601573
2016.11.3,799271,59095,4071656,1525723,6455746
2016.11.2,922670,52339,5113619,1576330,7664958
2016.11.1,856423,37963,4677495,1692072,7263954
2016.10.31,779148,53532,4792308,1675527,7300515
2016.10.28,824400,67842,4688123,1705581,7285947
2016.10.27,1020989,315616,4715860,1557927,7610392
2016.10.26,951691,58625,5821580,1773348,8605244
2016.10.25,1063821,62282,5558051,1821008,8505162
2016.10.24,799736,56309,4434030,1266604,6556680
2016.10.21,860058,34413,4318211,1213066,6425748
2016.10.20,1057758,55454,4509295,1283188,6905695
2016.10.19,1117489,55447,4192156,1329678,6694769
2016.10.18,874677,53662,4324696,1389754,6642789
2016.10.17,1013068,51809,4331927,1225613,6622417
2016.10.14,928520,42225,4682179,1562637,7215562
2016.10.13,1435377,55083,4390216,1558202,7438879
2016.10.12,868382,66042,4743250,2244838,7922512
2016.10.11,1086188,72317,5349252,2174902,8682659
2016.10.10,1084578,54455,4896804,1581291,7617128
2016.10.7,1146859,73223,5716044,1952899,8889025
2016.10.6,1330269,62923,5367831,1760082,8521106
2016.10.5,944992,54045,4716604,1591141,7306781
2016.10.4,881308,53732,5253500,1712243,7900783
2016.9.30,1238282,51512,6096152,1972133,9358079
2016.9.29,964046,55950,5717682,1268684,8006361
2016.9.28,759530,62552,5218279,1329029,7369390
2016.9.27,737105,54734,6253962,1305114,8350915
2016.9.26,898974,91996,5632146,1207333,7830449
2016.9.23,977330,61490,5882614,1422216,8343650
2016.9.22,952418,86236,6282715,1263246,8584615
2016.9.21,865609,64509,5587206,1289695,7807019
2016.9.20,1108529,48303,4918896,1444509,7520236
2016.9.19,1067177,44237,4954267,2021251,8086932
2016.9.13,1474344,40640,4871433,1902312,8288728
2016.9.12,1118792,60126,5935410,1700281,8814609
2016.9.9,1100509,68695,6048850,1420748,8638802
2016.9.8,1453154,53377,7710500,1645653,1.09E+07
2016.9.7,1161979,76528,5822081,1332760,8393348
2016.9.6,1159573,61704,5073760,1009121,7304158
2016.9.5,831132,69337,4900867,933004,6734340
2016.9.2,959954,48586,4468541,1113916,6590996
2016.9.1,1073785,48335,4372105,1542308,7036533
2016.8.31,1060024,68111,4913820,2254212,8296167
2016.8.30,869683,51022,4499943,1090376,6511024
2016.8.29,992947,58748,5005482,1177774,7234952
2016.8.26,796304,41102,4335818,1623255,6796478
2016.8.25,951552,57049,4558816,1689996,7257412
2016.8.24,1040024,77826,4848684,1490661,7457195
2016.8.23,1095301,92471,5159634,1415272,7762679
2016.8.22,1064990,73647,4950018,1399979,7488634
2016.8.19,1371515,83191,5170255,1516327,8141288
2016.8.18,1274128,92842,5684842,1550631,8602444
2016.8.17,882761,62423,5521048,1531972,7998203
2016.8.16,889807,48092,5111966,1673083,7722947
2016.8.12,1127462,67378,5599946,1365290,8160076
2016.8.11,1195124,80881,5775228,1280468,8331701
2016.8.10,1376334,69570,5909331,1325956,8681192
2016.8.9,1105751,59274,5564587,1276073,8005685
2016.8.8,1124341,70365,4991318,1414790,7600814
2016.8.5,1249112,61286,5721021,1220001,8251419
2016.8.4,1078344,56715,5510859,1150795,7796713
2016.8.3,1264179,66095,5340869,1400684,8071826
2016.8.2,1188836,105275,5934756,1232898,8461766
2016.8.1,1425639,79721,5607586,1456021,8568966
2016.7.29,1482299,61013,5491443,1731664,8766419
2016.7.28,1116386,71542,5352203,1423960,7964091
2016.7.27,1193632,75798,5530081,1275423,8074934
2016.7.26,1059468,106362,5324246,1217229,7707306
2016.7.25,1156561,62351,5202832,1118700,7540443
2016.7.22,1000096,68076,5545193,1256977,7870341
2016.7.21,1061237,72580,5998248,1272292,8404356
2016.7.20,945981,66407,5490361,1203103,7705852
2016.7.19,1129786,59410,5536177,1191226,7916600
2016.7.18,957576,65585,5494436,1148760,7666356
2016.7.15,1265363,78514,6873082,1325642,9542601
2016.7.14,1238123,76177,6334366,1285490,8934155
2016.7.13,1282072,75900,6425404,1316317,9099694
2016.7.12,936750,83510,6141173,1282430,8443863
2016.7.11,956310,69116,5608645,1324269,7958341
2016.7.8,1054834,56627,5877098,1521485,8510044
2016.7.7,826204,91265,6259855,1122524,8299849
2016.7.6,1043259,72548,6322906,1834002,9272714
2016.7.5,948351,75161,5970290,1031435,8025238
2016.7.4,1012309,110489,6317244,1097288,8537330
2016.7.1,973734,60045,6066015,1080284,8180079
2016.6.30,1203403,300390,6563140,1527743,9594676
2016.6.29,945746,112797,6509010,1343662,8911215
2016.6.28,833102,67010,5831409,1649554,8381074
2016.6.27,915214,70502,6282965,1701087,8969767
2016.6.24,1519315,82767,1.10E+07,2792517,1.54E+07
2016.6.23,723555,49837,5868201,1320044,7961638
2016.6.22,756837,67887,5533711,1356901,7715337
2016.6.21,795861,52514,5862159,1322984,8033519
2016.6.20,725249,52588,5009995,1319454,7107286
2016.6.17,817824,48318,5826794,1693655,8386591
2016.6.16,1023264,101209,6502485,1410106,9037064
2016.6.15,1067326,199067,5390901,1461993,8119288
2016.6.14,1137207,46971,5821235,1491203,8496616
2016.6.13,1006628,69801,5568652,1532047,8177128
2016.6.10,1251204,79472,5952808,1291912,8575396
2016.6.9,2487801,178699,7799350,2208887,1.27E+07
2016.6.8,1249582,77179,6811812,1687432,9826005
2016.6.7,966739,79799,6046523,1859222,8952283
2016.6.3,848628,218001,6496808,1815650,9379086
2016.6.2,1240145,242839,6253896,1499226,9236106
2016.6.1,1345985,56526,5736589,1456980,8596080
2016.5.31,1010113,56621,5655813,4956050,1.17E+07
2016.5.30,981464,50895,5627681,1223167,7883206
2016.5.27,858828,67382,5730835,1449392,8106436
2016.5.26,736544,54780,6711901,1351595,8854820
2016.5.25,868410,88256,7971576,1406708,1.03E+07
2016.5.24,760085,56867,7153448,1413834,9384234
2016.5.23,727794,58361,5927108,1042321,7755584
2016.5.20,639905,47935,6067831,1390130,8145801
2016.5.19,910026,53606,6773418,1481170,9218221
2016.5.18,1050333,62495,7483407,1661798,1.03E+07
2016.5.17,876097,58913,6998521,1330036,9263566
2016.5.16,777851,62302,5997386,1363071,8200611
2016.5.13,875259,65704,5192982,1516908,7650854
2016.5.12,943826,108077,4790563,1160024,7002490
2016.5.11,1089111,52017,5028566,1344078,7513772
2016.5.10,889892,53116,5300105,1518260,7761374
2016.5.9,1067835,62622,4916664,2227957,8275078
2016.5.4,1568713,67226,5410413,1613047,8659398
2016.5.3,1033189,58575,5140758,1189976,7422499
2016.5.2,967334,66243,5272926,1056488,7362990
2016.4.29,1121376,68112,5650595,1667456,8507539
2016.4.28,1222527,65070,5596565,2020342,8904504
2016.4.27,1180601,85451,6347764,1433970,9047785
2016.4.26,995046,78925,6737254,1450285,9261511
2016.4.25,970688,82131,5690035,1050158,7793013
2016.4.22,1063061,67756,5544344,1115143,7790304
2016.4.21,1179070,114007,6207528,1282894,8783499
2016.4.20,1041937,76911,5739710,1333801,8192359
2016.4.19,1000128,75710,5403356,1260843,7740037
2016.4.18,1150823,73286,5349272,1196424,7769805
2016.4.15,1163925,86124,5221744,1408045,7879837
2016.4.14,1418034,90191,6507569,1963176,9978970
2016.4.12,958340,66517,5176078,1094094,7295029
2016.4.11,949850,73134,5000750,1071911,7095645
2016.4.8,1186869,76722,5397018,1180363,7840972
2016.4.7,1259677,80820,5888171,1254037,8482704
2016.4.6,1364790,292988,5139921,1299098,8096796
2016.4.5,979056,63435,4626614,1428188,7097293
2016.4.4,1174931,64924,4849179,1167798,7256832
2016.4.1,1256574,170078,4789791,1948236,8164679
2016.3.31,1110266,87303,4505601,2455810,8158981
2016.3.30,1124306,107892,4975301,1485170,7692668
2016.3.29,1017909,106272,4935341,1116784,7176305
2016.3.28,923810,70796,4772759,727363,6494729
2016.3.25,909455,66097,5065843,844673,6886069
2016.3.24,1070126,68600,4709701,1208673,7057099
2016.3.23,895484,62212,5296514,1342258,7596468
2016.3.22,1058137,68714,5258091,1425082,7810026
2016.3.21,1205958,48419,4716380,1262059,7232816
2016.3.18,1280735,56618,4863006,1795803,7996161
2016.3.17,1277556,416979,4970490,1410501,8075526
2016.3.16,1093790,68371,4755110,1221170,7138441
2016.3.15,999981,63126,4330501,1303874,6697482
2016.3.14,1240608,62944,4399928,1238738,6942218
2016.3.11,1150283,62598,4433815,1358129,7004825
2016.3.10,1768520,80294,4892880,1460589,8202284
2016.3.9,1074666,67700,4543838,1381022,7067226
2016.3.8,1208688,84987,5183186,1593891,8070752
2016.3.7,1288487,70718,5169537,1459666,7988408
2016.3.4,1163038,115874,4965049,1479112,7723072
2016.3.3,1386435,119077,5586028,1404890,8496430
2016.3.2,1320562,80169,5246172,1580857,8227761
2016.2.29,1247513,60311,4285534,1863764,7457122
2016.2.26,1095355,641231,4245766,1280904,7263256
2016.2.25,1002113,258155,4649511,1299063,7208843
2016.2.24,861921,51574,4323847,1233696,6471038
2016.2.23,1016695,61964,5045561,1352705,7476925
2016.2.22,873288,57294,4225336,1152309,6308227
2016.2.19,989459,51026,4366075,1321087,6727647
2016.2.18,1116368,58029,4979170,1765230,7918796
2016.2.17,1251507,53318,5218287,1735298,8258410
2016.2.16,1036391,56151,4687935,1251578,7032056
2016.2.15,1140902,61756,4841326,1592704,7636689
2016.2.12,1289039,558999,7531270,2513505,1.19E+07
2016.2.11,1071453,67949,5205199,2051042,8395642
2016.2.5,1061280,512439,4562206,1506600,7642525
2016.2.4,1123390,64125,5520671,1625792,8333979
2016.2.3,1068972,72412,5082906,1621052,7845342
2016.2.2,1025830,57020,5305998,1480728,7869576
2016.2.1,1123955,61775,5313239,1541462,8040431
2016.1.29,1322816,72831,5735933,2330840,9462420
2016.1.28,1179495,1599587,4829962,1612395,9221440
2016.1.27,1326463,79223,5684129,1597783,8687598
2016.1.26,1134191,68294,4986472,1448314,7637270
2016.1.25,832949,59929,4908701,1331736,7133315
2016.1.22,785631,60607,5477428,1512988,7836655
2016.1.21,840924,58164,5589197,1623625,8111910
2016.1.20,1194026,87709,6957151,1605544,9844430
2016.1.19,969271,80021,5771007,1549827,8370126
2016.1.18,859843,90745,5051167,1648915,7650670
2016.1.15,1158495,78775,5768859,1744069,8750198
2016.1.14,1015007,67384,5286779,1811138,8180309
2016.1.13,829263,70660,5192772,1348666,7441361
2016.1.12,831670,62802,4872966,1437866,7205303
2016.1.11,845683,381871,5178371,1539937,7945861
2016.1.8,920771,75479,6281246,1645966,8923463
2016.1.7,970582,73586,6052354,1702642,8799164
2016.1.6,1386166,355757,7078109,1590270,1.04E+07
2016.1.5,958744,82260,4950483,1501158,7492645
2016.1.4,1214565,54583,4653874,1165184,7088206
2015.12.30,1172029,49779,4389407,933588,6544803
2015.12.29,1125331,69013,4726052,840260,6760656
2015.12.28,765934,107850,5073485,833733,6781003
2015.12.24,745813,108110,5374422,673551,6901897
2015.12.23,686215,93223,6097721,1283167,8160327
2015.12.22,792166,79872,6026293,1131299,8029630
2015.12.21,684069,82282,4571734,975769,6313854
2015.12.18,656434,188770,4737267,1449093,7031565
2015.12.17,738288,69077,4919060,1342306,7068731
2015.12.16,764450,115767,4807106,1424245,7111568
