날짜,댓글,조회수,좋아요,싫어요
2022-06-30 17:34,시진핑  한국일본 대가 치를것,137,6,1
2020-09-11 09:58, 코스닥시장에 기타법인 정체   ,153,0,0
2022-01-19 10:01,차라리,289,3,4
2022-04-29 13:33,왜케 안오르지,443,1,0
2021-03-12 10:59,무간지옥이 있다면     ,189,1,0
2020-10-13 12:22,아모레 전세계 지속가능    대 기업 선   ,432,2,3
2021-09-14 15:12,희망이 업나  ,160,0,0
2021-07-29 09:12,어제 밑꼬리 길게 달아서 내심 기대했는데,91,0,0
2020-11-16 10:00,꾸역꾸역,236,0,1
2021-09-09 13:53,남양 vs 아모레 vs 엔씨소프트 vs    ,437,0,1
2022-06-22 12:54,엘지 시총  년사이      토막 났다    ,324,1,1
