날짜,댓글,조회수,좋아요,싫어요
2021-03-17 16:07,진짜,271,10,1
2022-04-01 15:17,가석방 해주면 인수합병,372,15,1
2020-12-14 09:24,삼전 오만원갈때 세계에서 가장 저평가된,650,5,1
2021-11-11 11:00,공매도 겁나 치는구만,172,9,0
2022-07-08 20:42,수일전 부터  코스피 개 떡락할때 야는    ,221,2,2
2021-04-06 10:15,푸킥      ,189,2,2
2021-12-03 10:05,힘 좋다,309,2,3
2020-08-04 00:35,내일 들어가보까 ,484,4,6
2020-08-10 17:48,다음주 재드래곤 판단에 따른 주가방향좀,1068,0,7
2021-03-25 10:34,거래량 조또없는데 오르노 ,148,2,0
2022-04-18 15:10,다음투자증권 c ,312,5,0
2022-07-04 14:57,답글 내가 일 평생 하는 일이,340,3,2
2022-07-05 11:33,  만 깨졌다,184,1,1
2021-08-06 08:52,누가,193,1,0
2021-01-12 13:33,개관,187,2,0
2021-02-23 21:21,쟉그매    ,189,1,4
2021-07-13 10:56,참 물산 만큼 안간 종목 찾기 힘들다     ,251,0,3
2020-09-11 10:09,왜 오르나요  ,255,2,0
2022-04-28 12:19,제 평단이랑 같으신분 ,321,0,2
2021-03-24 16:11,합병 전부터,387,16,0
2020-10-29 10:20,부산오면   회동 오륜대저수지 오이소     ,175,0,1
2021-07-15 10:06,삼성물산이 지배하는 시가총액 비중의 놀라   ,298,0,4
2020-06-22 11:30,적당히 해라,477,5,4
2020-07-02 13:38,여기 주가  만원대로 떨어 을때가  월인   ,273,1,2
2021-06-20 19:48,나 지금 떨고 있니    ,685,17,5
2022-07-01 13:23,합병할때 약속한,329,3,0
2021-03-09 08:22,미국 건설주 올랐네,160,0,0
2021-03-11 08:54,경기회복본격화 빠르게  만원 회복될것,206,4,6
2022-04-28 09:52,대형 건설주의 반란,225,3,2
2021-03-22 10:58,충수염 악재가 이렇게 터질줄이야  ,310,4,1
2021-01-19 07:04,저고점 언제오겠냐   년   년 ,181,0,0
2021-03-25 08:04,꺼어억,136,1,3
2021-03-19 19:06,조금만 더 견디면,650,7,5
2021-02-08 11:31,현기차처럼 공시좀혀라   애국주주들에게,147,0,1
2020-09-03 14:52,한심하다 한심해,120,0,2
2020-12-10 11:06,징하다 공매도,177,3,0
2021-04-29 11:31,최상위 지배구조   삼성물산이 모진 풍파   ,263,4,0
2021-04-25 20:24,텍사스 전력부족 사태 ,377,4,3
2020-12-10 15:42,종가확인,301,6,0
2020-12-03 13:19,뭔가   만원에 합병을 하던 비율울,372,2,2
2021-04-29 10:09,성투하세요,161,3,0
2021-12-17 09:19,검찰도 인정한 삼물 주가 사기,283,15,0
2021-01-08 15:09,물량없다,422,1,1
2021-04-15 14:28,회장님은 건들지말자  국가위기다  진짜,347,5,5
2021-10-20 00:05, 윤석열 명언집   전두환이 정치를 잘했   ,391,14,11
2020-12-23 13:53,전에       원에,326,2,0
2021-12-30 15:21,자 자 시마이 하고,346,2,1
2021-03-31 09:10,수주 축하합니다   ,160,1,0
2021-09-24 11:03,pbr 도전합니다      ,214,5,1
2020-09-23 16:03,한달 내내,327,9,1
2020-10-26 15:19,정말 이재용이 감  가는건가 ,374,0,0
2020-12-11 11:57,이야,265,4,0
2020-09-25 10:51,역시나   물산,187,2,1
2020-08-19 13:42,이재용 냅둬라  빨갱이 똘추 세키들아 ,165,4,0
2021-01-25 10:03,야 본전,238,0,0
2020-10-25 11:47,허름인지  이늠  주식 매도했다,228,2,1
2021-08-07 00:48,이재용 이놈 한  년은썩어야될놈  사면없   ,736,11,23
2022-05-25 22:26,우리 도련님,268,6,3
2020-08-14 15:49,삼성물산 합병시 손해본거 이런식으로 돌려   ,798,5,5
2021-01-19 10:46,어제 폭락의 주범 연기금,471,8,1
2020-10-26 10:26,이거  년 넘게 물려서 장투하다 얼마전에   ,663,1,0
2020-06-15 10:20,삼성물산,341,5,1
2020-10-25 20:29,물산이 전자 지분을 늘리면 벌어질 일,464,4,1
2021-06-01 18:33,삼성물산  조 수주해도 의미없다  ,482,12,1
2021-10-12 14:50,    억수주는 ,251,2,0
2020-11-25 10:39,삼성증권,210,4,0
2020-09-09 09:59,털리는 개미들 ,333,4,1
2021-10-11 09:01,오래 기다렸다 ,675,3,4
2022-03-03 12:20,달이 찢어진다 ,242,5,3
2021-08-24 20:43,올해 순이익을 바라  조다  조,510,5,2
2021-01-18 15:01,이번달 말 조기가석방   ,499,0,0
2021-10-31 22:39,알려줄께,482,5,4
2021-01-13 02:39,내가 전에 말했지,1106,23,13
2021-06-13 09:46,삼성물산 지배 구조 분석 및 주식상승여력   ,672,0,4
2020-09-28 17:05,   조  삼성타운,712,3,4
2021-01-29 22:58,답글  삭제된 게시물의 답글 이거 완전히 사기   ,220,12,0
2021-01-11 14:59,장중  조정,309,3,2
2022-01-17 09:51,이재용 너도 네이버는보겠지 ,354,15,2
2021-01-11 09:48,삼성증권    ,169,1,0
2021-03-05 12:15,내  못 먹 어  도 go다,169,2,1
2020-08-30 14:33,알꼰대들만 봐라,165,0,4
2021-06-23 14:42,나름 지주회사인데,299,4,2
2020-12-18 14:36,종근당,297,0,1
2021-09-16 12:12,이재용 최치훈 배은망덕한 동네양아치 합병   ,208,8,2
2021-08-24 14:57,분명하게 얘기하지만,528,3,9
2021-05-26 12:37,어쩌다 이리됐누,371,2,6
2021-11-28 23:28,상한가 매도  윗호가 매수로 대응합시다    ,190,6,1
