날짜,댓글,조회수,좋아요,싫어요
2021-01-29 10:39,마이너스   까지갔다가          ,239,2,0
2021-01-24 20:22,틀딱들 행복회로 돌리다 투잡뛰길바란다 ,259,2,0
2020-09-23 14:55,광고 새리들,135,0,1
2021-08-04 09:52,거래량실린 음봉주제에,91,0,0
2021-06-01 09:45,계단식 상승  굿  좋습니다,144,1,0
2022-05-14 09:37,일단 반대매매 막을려고 현금 천만원 넣음,315,0,0
2021-03-05 12:32,허 매물 잔뜩 쌓아놓고,182,3,0
2020-09-14 14:09,기관     ,186,2,0
2021-10-13 13:36,아주 짜증나는날이군,184,2,1
2021-09-10 11:23,바닥확인,161,0,1
2021-04-22 08:10, 시장조성자거래량제한하라   종목하루총거   ,277,1,0
2021-01-29 10:16,      매수 아깝네,114,0,0
2020-06-17 15:33,와 ,347,7,1
2021-06-10 12:42,  ,84,0,0
2020-10-06 10:50,목표주 가천원남았     ,172,1,0
2020-12-30 10:50,오후에말아올리겠네요,236,1,1
2020-09-15 14:19,BTS 게임 나오면   만원 돌파할것 같   ,1111,15,2
2020-09-30 00:50,다음주 월요일 담으면 되나요 ,999,16,5
2020-06-10 07:26,퐁락기원 기도제  일차,144,1,1
2020-09-09 11:16,제 과거글 보기하시면 머저리들이 얼마나,315,1,1
2020-10-30 09:39,여전하네    은   ,99,0,0
2021-10-07 14:42,하락은 등 상승폭은꼴찌 개마벌라,302,4,0
2021-11-23 12:23,하이브랑 뭐좀해라,165,0,0
2021-01-28 09:02,골드만 형님이 왔다  ,114,1,0
2020-08-11 09:38,한 호가만 잡아먹음 보합까지 바로 간다    ,166,3,0
2020-12-03 11:31,중국이 한한령 풀어서 그런가,128,2,0
2020-11-23 19:44,세나 에 집착하냐   세나 레볼루션 그럼   ,326,4,1
2021-05-31 12:22,잡상인xxx  넷마블주주 제 의나라할사람   ,130,0,0
2021-06-22 13:28,일본 마케팅 잘못해서 개 까였다고하네요,388,5,1
2020-09-09 09:34,내일은,137,1,0
2021-02-16 10:03,산수만해봐도 마블이 주가는 말도 안되지 ,145,1,0
2020-06-25 11:12,또   만원 오려면 얼마나 저항 심할까,127,2,0
2020-08-19 08:41,넷마블도 인공지능 ai기술   이용해서,94,0,0
2020-09-14 10:24,다들 밖으로 나가주세요,248,4,0
2021-08-27 09:46,텐센트가 인수하면 하이브지분도 가져가고    ,207,4,0
2021-10-19 09:06,팔지말고 버티면 어제 공매도애들이,285,10,0
2021-05-15 16:48,시총대비 영업이익 최악,596,2,5
2021-06-14 09:12, 천만원도 안쓴 BJ가 서버 등,359,2,2
2021-06-24 13:02,업데이트 이후 순위가 매우 중요 ,136,0,0
2021-03-09 10:24,  게임 판호 기사 열심히 퍼나르네   ,221,0,0
2021-05-31 14:21,제 의나라,350,0,2
2020-08-24 09:53,이게 대장이였네,297,1,0
2020-11-24 18:01,답글  삭제된 게시물의 답글 시외가 미쳤네,506,4,0
2021-12-27 08:18,여기 주주들 특징,361,15,3
2021-06-11 13:17,어제     원 이나 올랐다,206,1,7
2020-08-08 15:39,내가,421,3,1
2020-10-14 09:04,마블타닉,106,0,1
2020-07-20 07:59,찬티설치면 하락입니다,268,5,5
2022-02-08 16:54,평단가       에 천 주가량 박아뒀는   ,373,1,1
2020-08-13 00:21,넷마블을 게임업종으로만 보지말고,278,0,0
2021-01-11 10:08,이제 기사타고 이사진들이 사태파악해야    ,160,1,0
2022-02-09 10:34,실적 솔직히 좋을까 안좋을까 ,272,0,2
2021-03-05 08:21,미증시 떡락했다고 봤더니 장난하냐,352,3,2
2022-01-20 15:08,넷마블이 vi를 ,105,0,0
2021-04-04 21:29,낼 뻔하네 파란불 시진핑이 올 계획 당분   ,301,1,3
2020-07-15 11:01,폭락첫날은 일단튀고보는거다,122,1,0
2021-08-26 09:48,마블퓨처레볼루션     ,290,1,0
2021-11-04 10:33,카카오게부랍쥬 내가그래 여그떠나라니까,126,2,0
2020-12-27 16:20,주주들위해 이익을 나눈다 했으니,989,6,3
2022-05-13 13:07,이넘 언제 나락가나 했따,148,1,0
2021-06-18 08:26,넷마블 기존 주주들은 다 알지,276,1,0
2021-01-22 10:05,카카오뱅크 상장임박 ,146,0,0
2021-06-15 12:27,공매도가 문제인가,133,1,0
2021-05-05 20:19,상장이후에 유증 했나여 ,412,2,0
2022-01-20 15:09,Vi이거머냥,205,0,0
2021-01-27 11:42,      ,144,0,0
2022-05-20 11:29,일단 고,192,4,2
2020-07-10 18:25,아직도 저 점  이 다,777,16,0
2020-12-15 17:57,디엠케이팩토리 흡수합병,320,2,1
2020-10-03 13:15,넷마블 전체매출 비중  위가 마블 올스타   ,648,14,2
2020-09-11 13:21,백영훈 이승원 추미애  똑같은 사람이네,134,0,1
2021-04-29 22:03,넥슨 넷마블  대기업집단 됐다 자산총액    ,264,1,0
2021-02-01 10:42,손목아지 톡  ,164,2,0
2020-10-21 09:28,개 잡주시발 징글징글하네시발,150,2,0
