날짜,댓글,조회수,좋아요,싫어요
2021-01-19 17:31,왠지 시외에 판놈이 승리자가 될것인가,274,1,0
2020-06-16 08:47,     원,475,1,1
2021-03-15 09:56,답글 오늘  만 찍을뜻,492,0,0
2021-02-03 10:26, 프로 먹고 털었다가 다시 재진입했어,231,0,1
2021-02-08 14:42,강성이었는데 못 버티것소,120,1,1
2021-02-07 14:23,놀부심보,179,5,1
2021-01-11 14:54,   내일  팔께   ,452,5,1
2021-02-04 09:04,어차피   만위는  장기적으로 유지지  ,237,0,0
2021-03-05 14:41,조지아공장내,482,0,0
2022-06-23 14:14,주가 잡아두고,787,4,0
2021-03-10 10:04,왜계인 화이팅,423,0,0
2020-08-14 15:38,답글 소비자  호구로 아는 개같은 회사,23,0,0
2021-02-07 13:51,기아차가 시총   위다      ,234,3,0
2021-01-21 16:09,답글 기아주주분들 축하드립니다 ,269,2,0
2021-02-03 10:57,일단   만원간다,243,1,1
2020-06-02 10:05,또 오르네,628,3,0
2021-07-13 15:48,나 근데 솔직히 내 눈에는 현대차 아이오   ,1493,2,1
2021-03-11 06:48,하한가 하한가  신나는 노래 ,801,0,5
2021-01-29 15:37,아름다운조정이네요 건강하단 뜻입니다,840,2,8
2021-02-01 18:57,기아차 투자의 관한 나의 생각,2052,87,1
2021-05-03 21:49,TSMC   월 말 자동차용 반도체 부족   ,909,2,0
2021-02-08 10:24,차라리좋다,118,3,0
2020-10-27 13:26,목표가,702,6,0
2021-07-05 09:12,유후 이게 왠떡이고      ,906,0,0
2021-03-12 14:59,기아차 버리고,1117,0,1
2021-02-04 10:26,현대차 기아차 주가갭차이를 봐야한다 ,325,2,1
2021-03-23 09:33,아흐   진짜   ,302,0,0
2021-02-06 13:34,기아 몰빵,176,0,0
2022-01-27 23:45,이거 내일,1267,2,11
2021-02-08 12:48,거들 떠 보지마삼,98,1,0
2021-07-22 17:15,기아 잡주 손절  ,1055,6,9
2021-07-07 14:41,갑자기 든생각인데,681,0,3
2020-10-21 11:16,프로그램 매도 지겹다   ,580,1,0
2021-10-25 12:20,단타는 파세요,977,2,0
2021-02-06 19:48,폭스콘을 원했던 기아차,140,0,0
2021-02-08 15:39,속보  대박,228,0,1
2021-02-06 15:08,대형주고 뭐고 하한가  방 연속 안가면,219,0,1
2020-08-20 11:26,정리해고 해라,439,5,0
2021-01-20 21:40,내가 들어간곳에 외인 기관이 쓸어담았다    ,218,2,0
2021-02-04 12:51,꼭 오를때 사고 내릴때 팔더라,236,0,0
2020-09-15 11:29,  층 구조 오나요  ,1234,9,0
2021-02-08 09:49,재료 소멸인줄 알았네  아직 안끝났으니    ,120,0,0
2021-01-22 14:48,기타 법인들 매수 들어오네,796,3,1
2021-02-04 08:38,오늘 딱 단타 좋은날,266,0,1
2022-02-03 13:49,양봉은 만들어야지 ,602,3,0
2021-02-07 19:48,내일 코스피 상승순위,217,6,2
2021-01-15 10:21,     ,327,0,0
2021-02-09 14:36,폭스바겐 ,202,0,0
2021-08-20 17:16, 속보   sk바사 모더나  배효과,916,3,1
2021-10-20 14:17,우야튼 재명이가 당선되야혀 당선즉시 전국   ,762,0,4
2021-02-06 12:48,니들이 기아차라면 협의 다했단느데 별 찌   ,288,12,0
2021-01-26 16:36,장막에 기관이 풀매수 한 이유,649,1,2
2022-04-22 09:17,기아차 힘이좋네요,874,8,0
2021-02-08 09:33,현대차도 기아차도 슬금 슬금 올라가넹,107,0,0
2021-02-06 17:47,일본도 한국도 아니야 ,174,0,0
2021-02-09 10:36,구글카 썰은 또 뭐냐 ,197,1,0
2020-11-13 09:36,괜히팔았어 ,1040,3,0
2021-04-22 17:51,실적 괜찮은데 입털고있어,375,0,0
2022-04-26 09:40,오늘  만원가나요 ,607,7,0
2021-02-07 23:21,우리가떨어지는사시미칼을 ,109,0,0
2021-02-08 09:03,장대음봉 하나 그리겠네,368,1,0
2021-11-16 16:18,금일매동,1583,8,0
2020-10-27 15:06,완전 미친종목인듯 ,649,0,1
2021-02-06 11:12,월스트리트 저널 기사,188,1,0
2021-02-26 15:21, 퍼에 끝나겠군    ,234,0,0
2021-01-13 15:11,     에사자마자 물림,878,2,0
2021-09-07 20:25,오늘공매비중,1364,3,0
2021-01-19 21:10,결정된바 없다는 뜻은 곧 결정공시 나온다   ,258,3,1
2021-02-13 22:03,애플    시가총액         조원    ,818,2,0
2021-02-18 20:20,안티들아    천원 내리는게 중요한게 아   ,780,1,6
2021-02-08 09:16,사망선고,105,0,0
2022-05-08 10:22,보나마나 지자체장선거 압승이네낄낄,1530,2,4
2020-08-20 10:24,외인들 겁나 줘담네  ,648,1,0
2021-02-06 08:00,영어  해석을   ,367,4,1
2021-02-07 20:17,답글  삭제된 게시물의 답글  긴급 애플에서    ,118,0,0
2021-02-08 08:40,가즈아    ,86,0,0
2021-02-08 11:26,   이거 오늘 종가에    ,112,0,0
2021-01-23 17:15,올 가을쯤 되면,1222,5,5
2021-01-25 12:52,프로그램 매수 양 전환,400,1,0
2021-02-15 11:24,거품이고 머고간에 나스닥 봐라,512,0,0
2021-02-26 10:13,     ,377,1,3
2021-02-24 15:49,바닥,251,1,0
2021-02-07 20:00,여기 악플러들 말투보면 죄다 급식같네,119,3,0
2022-05-12 17:19,기아 외인들이 왜 사는지 팩트 ,1560,18,4
2021-02-23 19:26,난  만  천 본다,283,2,3
2021-02-10 09:43,처,300,1,0
2021-01-29 13:00,지금 시장엔  현금이 넘처나고 인플레이션   ,507,0,0
2021-02-26 09:56,살짝 하방주고,261,0,0
2021-03-19 10:25,기아에서 까먹은거,659,1,0
2021-03-19 10:21,이상하게 내가 매도건 가격으로는    원   ,620,0,0
2021-01-25 13:02,용느들어왔으니까,411,1,0
2021-02-26 12:43,주린이들 착각하는게,373,2,2
2021-04-06 23:01,칭규가    ,507,0,0
2020-12-29 00:17,기아차 배당금 얼,1421,0,1
2021-01-21 04:12,애플   기아차   와 전기차 협업설로    ,687,11,3
2022-05-17 11:27,sk가스,900,0,0
2021-02-06 20:49,사과보고,159,0,0
2021-06-01 21:12,기아 ,726,2,0
2020-08-20 15:44,한심하네   그렇게 오르는척 하다 떡락한   ,424,0,1
2021-02-07 14:33,여기 글남기는 인간은 총  종류로 분류된   ,177,7,2
2020-06-05 09:53,오늘의 조정은  만원대,767,4,1
2021-09-17 14:20,두만형님 없었으면 지금쯤,1044,2,0
2021-11-05 13:29,  좌파의 민낯   조국 윤미향 박원순,693,9,6
2021-05-25 11:55,아가리   억 쭈쭈바 낼름,577,0,0
2021-02-08 17:17,주린이들에게 내가 딱한마디만 해줄께  ,238,1,0
2022-03-02 19:24,     원 이미 깨졌어야   ,536,2,1
2021-09-03 09:43,답글 기사가뜨긴했네,569,0,0
2021-09-03 11:00,빛좋은개살구,619,4,0
2021-01-27 10:09,기아차 실적 쇼크냐고 쇼크 쇼크냐고 ,301,0,0
2021-06-11 08:54,대세 흐름을 안따르고 개짓거리하면 골로간   ,781,0,0
2021-02-03 09:41,VI 앞에두고      ,462,2,1
2020-12-10 08:16,기아차는,1145,15,7
2022-04-28 15:36,외국인    만주 기관   만주,965,12,1
2020-10-26 17:56,외인 기관이,699,1,2
2021-02-08 08:59,살수있을때사라,91,0,0
2020-09-21 10:57,신한은 매일 이지랄하네  편법공매도아냐 ,509,4,0
2021-02-09 18:35,지금 개인들심정  말해줄까,323,0,0
2021-02-08 23:50,애플은 안 떨어지고 왜 우리는 떨어지나요   ,132,2,1
2020-12-11 22:31, 단계격상시 주가흐름,770,0,4
2020-08-09 14:33,답글  삭제된 게시물의 답글 목표가 얼마인가요   ,897,3,0
2022-03-29 13:38,공매도 힘이 약하다 ,427,2,0
2022-04-28 09:10,출발하자,756,4,0
2021-02-03 10:15,힌트,294,1,0
2021-02-03 12:32,야너도,205,0,0
2021-02-17 23:24,마 k  실물 보니까 답답하다,475,0,1
2021-02-26 11:06,다시원점될때까지,284,0,1
2021-02-06 15:34, 차 지지점,157,0,0
2021-01-25 16:28,스팸과다종목 이라니 ,438,3,0
2021-03-04 14:33,기아 CVal은 도대체 언제쯤 나오나요 ,537,1,0
2021-03-03 12:43,아이오닉 색상은 외장  가지  내장  가   ,467,0,0
2020-07-23 15:21,벌써 실적발표 했나요 ,615,0,0
2021-02-04 08:09,애플 기아차와 합의 임박이라네,467,3,2
2021-07-10 07:25,  민노총    명집회가 결국 일냈구나    ,1647,1,2
2021-02-07 16:47,괜히 기아 현대에서 정보 처흘리는 바람에   ,161,3,1
2022-02-17 10:02,오늘 파랭이는 ,729,1,0
2021-09-10 09:46,애플카 애플카좀하지마라  ,1060,4,1
2021-02-11 16:20,답글  삭제된 게시물의 답글 기아차방 시상식    ,538,0,0
2020-08-20 14:47, 세대 카니발 대박,571,4,1
2021-02-08 08:25,예약매도보니 만건이넘었네요,147,2,1
2021-01-21 13:34,위험한 질주,294,1,1
2021-01-21 13:05,브랜드 네임은  어캐됨 ,308,2,0
2021-02-08 10:52,바닥인가요 ,119,2,1
2021-02-09 10:47,개관들 다시 개미들 꼬시네  OOO들,212,0,0
2021-04-01 20:21,기아차 정말 증글 징글,877,2,1
2021-11-18 20:32,위메이드 석달도 안되어   배 올랐음,686,5,0
2021-07-13 13:07,긴급 속보,1223,1,1
2021-04-22 11:48,힘내서,435,0,0
2021-02-22 11:36,내가 모랬냐,718,2,0
2020-08-11 13:03, 달뒤면  만원 찍을듯,665,2,0
2021-02-09 18:14,주주 여러분 대피하셔야됩니다,482,2,1
2021-04-30 11:47,오 럭키세븐      원,307,1,0
2021-01-27 11:59,마지막 경고,328,0,1
2021-02-06 18:19,주식은 이런거다,146,2,0
2020-06-24 11:59,카니발과 함께   층 가즈아,712,4,1
2021-03-10 13:52,오늘이 마지막 탈출기회입니다,587,1,2
2021-03-22 14:01,기아차 드디어 호재,1197,1,2
2020-07-15 22:13,삼성은 예상하는듯    원화의 저주      ,740,0,4
2021-01-29 11:17,혹시 허위사실 유포하면 어떻게 되는지 잊   ,359,1,0
2021-02-06 16:39,얼마를 먹겠다고   만원에 샀는지,243,1,0
2021-04-29 11:54,다끝난즈석을 애플카도없는갈 사머하니  지   ,167,0,0
2021-02-06 20:20,주주들한테너무그러지말았으면,131,0,0
2021-01-22 09:25,요즘 최고의  관심종목 ,476,1,1
2021-04-14 09:37,오늘 파시는 분들  후회 하십니다    ,947,1,0
2021-01-27 10:39,투신 연기금 기관 들어옴,431,0,0
2021-03-11 17:46,내 살다 살다,519,5,1
2021-02-08 00:58,         ,154,1,1
2022-04-22 09:18,퍼올려 줄때,874,1,5
2021-02-06 23:14,팩트 보시오  ,198,6,0
2022-04-26 11:53,   만주를 사주는데도 쫄아서 파는 개미   ,637,2,1
2021-05-03 09:38,지금,873,0,3
2021-01-28 10:20,애플카 가즈아,369,1,0
2021-01-20 05:01,전기차  시대  개막,267,3,0
2021-10-21 19:23,우야튼 재명이가 당선되야혀 나이러믄 지지   ,635,1,3
2021-02-08 15:13,   수익중이엇는데  ,209,0,0
2021-02-07 23:44,애플카 이미 선반영  폭락 가능성   프   ,245,4,7
2021-01-19 21:14,기아차 주식없어서    안티하는거봐라     ,178,2,1
2021-02-26 04:40,올 영업이익  전문가예측  조 천억,455,2,1
2021-09-04 16:34,여기가 아닌게벼   된장,1304,0,2
2021-01-19 13:58,테슬라의 머스크가 화성 로켓 준비할때,257,2,0
2021-02-08 02:02,하하하,139,2,1
2021-03-25 11:31,저는 어쩔수없이 최고점에 물려 있지만,711,2,0
2021-02-03 09:31,         조,294,0,0
2021-02-04 20:35,기아차        월  최고가        ,654,9,0
2021-01-30 21:07,그놈의 타이탄프로젝트는,725,1,0
2021-09-09 15:28,장난질 드럽게 심하네,663,2,0
2022-01-27 15:56,기아는 참 조은회사네요,558,10,2
2022-03-08 21:01,코,451,0,2
2022-03-11 10:42, 만 기아가 될줄이야    ,568,4,0
2021-07-12 09:18,기아 ,980,1,0
2022-02-21 17:24,유능한 경제 대통령,708,14,6
2021-02-05 16:14,나도 오늘 부터 기아차 주주다   ,365,3,0
2021-01-21 16:50,답글  삭제된 게시물의 답글 어제 시외  던진   ,264,1,0
2021-01-20 07:41,뉴스에  파라라,285,4,1
2021-02-09 18:27,애플이 현대한테 갑질 했다는 내용,743,13,0
2021-01-19 09:11,그쵸 움직임이 좋죠 ,248,0,0
2021-04-02 10:24,떡상한번 보내주시면,503,0,1
2021-02-06 21:32,하한가 골,139,5,2
2021-02-03 09:12,단독 애플 기아에  조 투자,846,3,0
2022-04-26 21:43,민주당의 정치교체는 이다 ,501,8,13
2021-02-02 23:34,기아차가 현대그룹에 인수된게 진짜 너무    ,909,5,8
2021-06-02 08:50,쿠팡카 말한대로 나온다,848,0,0
2021-02-06 15:36,블랙먼데이 되나  기아차 주주  망연 자   ,161,2,1
