날짜,댓글,조회수,좋아요,싫어요
2020-12-23 12:45,애들아 생각하지마라,235,0,0
2020-10-30 13:28,엘지 전자 매수 기회  ,1046,2,4
2021-03-26 09:27,엘전 정말 실망이다   ,313,0,0
2022-05-19 09:53,공매도,333,0,1
2020-06-15 16:16,삼성의  결심,729,6,8
2021-02-02 13:42,코스피 왜이러냐,251,0,0
2020-10-23 12:53, sonf  매도던  매수던  같이 해    ,735,10,3
2021-03-21 17:18,장난하나    억올랐는데  억떨어졌다고    ,945,0,0
2021-03-30 15:04,이사회  ,416,0,0
2020-12-23 14:24,아오 어제 파니까 상치네   ,372,3,0
2022-01-21 09:08,역시 잡스럽다  ,423,0,1
2021-11-11 19:02,이번 NFT 이후   ,896,5,5
2021-04-01 13:06,이제는,271,1,0
2022-04-11 11:27,개미만   ,985,7,4
2021-12-29 15:15,     매수벽없노 조심해라     ,720,2,9
2021-02-17 18:08,답글  삭제된 게시물의 답글 나보다더한늠있냐,396,7,0
2021-01-07 09:57,너희가   나를   아니 ,339,0,0
2020-09-01 11:04,그래도 지구는 돈다,659,3,2
2022-01-04 09:31,찢전자,516,4,4
2022-06-16 17:01,오늘 예언대로 낼은 폭락    핼전은 다   ,593,1,2
2022-02-08 14:22,배당도 참 개떡같이하네,632,5,0
2021-02-27 13:59, 히포크라테스 걷기야 말로 가장  훌륭한   ,1193,12,0
2022-06-21 18:10,대세반전 임박,698,3,3
2020-09-10 21:32,내일은 약속의 금요일,867,7,6
2021-03-07 10:51,기다린다 ,2214,51,2
2021-07-13 14:26,어제는 JP모간이가 마니사서  ,401,2,0
2020-08-10 22:21,내일 시초에 좀더 담아 보겠나이다 ,626,7,10
2021-01-19 08:59,속보  왜 이런 뉴스가,305,0,0
2021-01-26 21:16,    층 입니다  외롭습니다 ,744,1,4
2020-12-23 13:01,아이구,196,1,0
2021-02-09 10:36,누가사나요 ,462,0,0
2021-02-24 10:43,장투하실분만보세요,441,2,1
2021-01-15 09:09,미칫나,212,2,0
2020-12-29 14:06,허매도,245,0,0
2022-04-11 09:35,   고고,809,1,0
2021-11-19 09:15,헉    엘지전자 뭔일있어요  왜케 폭등   ,583,0,0
2020-12-09 15:05,쉬잇 찬티 안티 둘다 조동아리 묵념,344,1,3
2021-03-09 09:42,이거 더  내려가면 안됨,403,1,0
2020-10-22 10:10,애덜아 쫄지마라 내일모레   만원 간다,688,9,2
2021-10-13 09:20,몬가 체질 변화가 필요하다,358,0,0
2020-09-11 06:23,다우 개폭락 오늘 lg전자 폭락 예상,619,2,8
2021-02-06 12:31,피바람이 불겠구나,799,4,4
2020-08-10 10:02,기관색히들 존나 팔아대네,672,1,3
2021-01-14 10:38,오늘,394,1,2
2021-04-06 15:47,맥쿼리 형님 오셨네,962,2,1
2021-03-04 10:02,왜 너만,449,4,1
2020-12-29 08:05,오늘 만큼은 음봉이겠지,349,3,4
2021-01-21 08:55,처녀지를뚫어놔서어느넘들어올수없네,269,0,1
2021-01-21 10:03,확떨어뜨려주라,268,0,0
2021-10-11 16:38,  만일때    팔걸 ,1071,11,2
2021-12-28 09:51,개관혼자 올리기 힘들다  프매나 외인이    ,509,1,1
2021-05-21 15:39,여기보다,461,1,1
2021-03-23 10:07,키움 NH 삼성,452,0,1
2020-07-06 16:20,답글  삭제된 게시물의 답글 몇년전인지도      ,664,5,1
2022-06-23 15:10,급보 경제위기가능성     개도국 중심,719,3,1
2021-02-28 17:50,Mc는  sk에게 빼기는꼴    ,1081,0,2
2021-08-23 13:09,광고똥파리가 바글되는거 보니 더 하락이다,542,2,0
2021-01-17 18:25,공매도 완전폐지 청원,294,2,0
2021-01-26 13:29,  층에 있는 놈은 뭐냐 대체,393,2,1
2021-03-30 10:04,오늘 탈출하실분들 잘가시고,284,0,0
2020-08-31 17:31,뛰자  ,702,2,2
2021-01-31 09:34,게임스탑의 나비효과,745,3,5
2021-02-08 12:58,양아치같은 JP 모건 새퀴,411,5,0
2020-08-24 10:32,술쳐뭇나   ,768,1,3
2021-07-08 04:11, 월    FOMC 의사록  공개,643,1,1
2021-01-15 00:17,하긴 내주변 주식 사고싶어하는 사람중에,1161,13,3
2020-06-18 21:47,뉴스나오네,757,1,10
2020-07-10 12:12,아  놔 엘지전자 진짜 왜이러냐     ,518,8,5
2021-01-06 11:52,불안할땐 긁적긁적 편안할때도 긁적긁적,354,0,0
2021-12-27 13:14,     오늘  만뚫으면 이번년도 찬티함   ,610,4,4
2020-06-08 12:57,승차감 쥑이네유 ,817,6,2
2020-07-14 12:50,오오오오 오퍼센트,519,1,3
2022-05-31 16:32,대세 하락장,882,1,3
2021-01-08 09:34,현대차는 전기차배터리  도 못만듬,457,2,0
2022-05-25 14:50,진짜 이개잡주에 투자한 내가 잘못이지,607,8,0
2022-06-11 00:58,엘전 실적 분석 및 전망,1707,0,0
2020-12-23 13:27,문재인씨 정도면,204,1,2
2021-07-10 06:24,답글   경축   미 대지수 모두 사상최고 경   ,1235,1,1
2021-10-08 14:40,그러고보니 엘지화학이랑반대로가네,226,1,0
2021-03-09 08:57,미국 기술주가   퍼까지 조정을 받을까,418,0,0
2021-04-08 09:48,뉴스랑 반대네,470,1,1
2021-10-25 09:14,  조회사인가보다,595,7,1
2021-01-07 03:08,염병,516,0,0
2021-05-10 13:55,한없는,361,0,0
2020-12-30 17:22,    년 주도주 엘지전자,511,8,0
2021-01-21 14:06,상한가 처박겠네,231,0,0
2021-09-09 11:08,힌트준다,338,1,1
2021-01-15 08:59,뉴스도 안보나요,348,1,0
2022-02-23 13:33,외인 기관 연기금 풀매수   ,533,2,4
2020-06-16 11:24,lg화학 안산내가 바보,423,5,1
2020-10-08 13:33,실적정보 기관에 흘렸냐  ,627,1,1
2021-09-17 16:37,이중바닥에서 털기위해서 올린다,488,5,3
2020-08-12 09:37,떨어지면 추매 기회임,426,1,5
2020-10-29 09:26,LG창업자   전라도 나주 능성 구씨 양   ,618,2,0
2020-11-26 14:56,개관들아  이렇게 해서 개미들 털리겠냐 ,389,1,0
2021-04-15 12:43,오늘은,638,4,1
2021-01-06 09:25,엉덩이붙이자,388,1,1
2021-01-14 08:05,전기차   한국전력,448,2,0
2021-04-09 09:25,코스피     간대요,574,1,0
2022-05-10 09:55, 만 전자 가겠고만,564,3,0
2021-04-12 11:05,   ,814,6,1
2020-09-11 10:45,오늘로 좋은시절 끝났다  개폭락 시작,494,1,3
2020-09-10 12:24,세상 말세다 말세,499,0,8
