,날짜,댓글,조회수,좋아요,싫어요
0,2022-07-01,미래에셋증권 목표주가,140,1,1
1,2022-07-01,혹시 타이거 etf 거래량이 늘면,62,0,0
2,2022-07-01,목표가 2만 7천원 맞나여?,262,1,2
3,2022-07-01,답글:목표가 2만 7천원 맞나여?,119,0,0
4,2022-07-01,개행주현만이가 있는한,78,0,0
