,날짜,댓글,조회수,좋아요,싫어요
0,2022-07-01,이러면 금융권 타격 받는거 아닌가요 ??,48,1,1
1,2022-07-01,결정해라!  배당인지 주가인지? 선택해야...,22,0,1
2,2022-07-01,불쌍한 개미들 입은 개차반인데,211,3,7
3,2022-07-01,나라가 망조가 든거여,128,5,1
4,2022-07-01,비중이 가장 많은 삼성생명이 오르내릴 때...,287,10,4
5,2022-07-01,오를수밖에없음,295,7,8
6,2022-07-01,미쳤네,239,4,2
7,2022-07-01,오늘  6만을 사수할것인가?  아니면  ...,160,1,2
8,2022-07-01,오늘 들어가야징...,216,3,3
9,2022-07-01,결실의 계절,281,3,5
11,2022-07-01,답글:우와 거시기에 현금을 1억 넣었는데,268,1,2
