통계표,계정항목,단위,변환,2020/06/01,2020/06/02,2020/06/03,2020/06/04,2020/06/05,2020/06/08,2020/06/09,2020/06/10,2020/06/11,2020/06/12,2020/06/15,2020/06/16,2020/06/17,2020/06/18,2020/06/19,2020/06/22,2020/06/23,2020/06/24,2020/06/25,2020/06/26,2020/06/29,2020/06/30,2020/07/01,2020/07/02,2020/07/03,2020/07/06,2020/07/07,2020/07/08,2020/07/09,2020/07/10,2020/07/13,2020/07/14,2020/07/15,2020/07/16,2020/07/17,2020/07/20,2020/07/21,2020/07/22,2020/07/23,2020/07/24,2020/07/27,2020/07/28,2020/07/29,2020/07/30,2020/07/31,2020/08/03,2020/08/04,2020/08/05,2020/08/06,2020/08/07,2020/08/10,2020/08/11,2020/08/12,2020/08/13,2020/08/14,2020/08/18,2020/08/19,2020/08/20,2020/08/21,2020/08/24,2020/08/25,2020/08/26,2020/08/27,2020/08/28,2020/08/31,2020/09/01,2020/09/02,2020/09/03,2020/09/04,2020/09/07,2020/09/08,2020/09/09,2020/09/10,2020/09/11,2020/09/14,2020/09/15,2020/09/16,2020/09/17,2020/09/18,2020/09/21,2020/09/22,2020/09/23,2020/09/24,2020/09/25,2020/09/28,2020/09/29,2020/10/05,2020/10/06,2020/10/07,2020/10/08,2020/10/12,2020/10/13,2020/10/14,2020/10/15,2020/10/16,2020/10/19,2020/10/20,2020/10/21,2020/10/22,2020/10/23,2020/10/26,2020/10/27,2020/10/28,2020/10/29,2020/10/30,2020/11/02,2020/11/03,2020/11/04,2020/11/05,2020/11/06,2020/11/09,2020/11/10,2020/11/11,2020/11/12,2020/11/13,2020/11/16,2020/11/17,2020/11/18,2020/11/19,2020/11/20,2020/11/23,2020/11/24,2020/11/25,2020/11/26,2020/11/27,2020/11/30,2020/12/01,2020/12/02,2020/12/03,2020/12/04,2020/12/07,2020/12/08,2020/12/09,2020/12/10,2020/12/11,2020/12/14,2020/12/15,2020/12/16,2020/12/17,2020/12/18,2020/12/21,2020/12/22,2020/12/23,2020/12/24,2020/12/28,2020/12/29,2020/12/30,2020/12/31,2021/01/04,2021/01/05,2021/01/06,2021/01/07,2021/01/08,2021/01/11,2021/01/12,2021/01/13,2021/01/14,2021/01/15,2021/01/18,2021/01/19,2021/01/20,2021/01/21,2021/01/22,2021/01/25,2021/01/26,2021/01/27,2021/01/28,2021/01/29,2021/02/01,2021/02/02,2021/02/03,2021/02/04,2021/02/05,2021/02/08,2021/02/09,2021/02/10,2021/02/15,2021/02/16,2021/02/17,2021/02/18,2021/02/19,2021/02/22,2021/02/23,2021/02/24,2021/02/25,2021/02/26,2021/03/02,2021/03/03,2021/03/04,2021/03/05,2021/03/08,2021/03/09,2021/03/10,2021/03/11,2021/03/12,2021/03/15,2021/03/16,2021/03/17,2021/03/18,2021/03/19,2021/03/22,2021/03/23,2021/03/24,2021/03/25,2021/03/26,2021/03/29,2021/03/30,2021/03/31,2021/04/01,2021/04/02,2021/04/05,2021/04/06,2021/04/07,2021/04/08,2021/04/09,2021/04/12,2021/04/13,2021/04/14,2021/04/15,2021/04/16,2021/04/19,2021/04/20,2021/04/21,2021/04/22,2021/04/23,2021/04/26,2021/04/27,2021/04/28,2021/04/29,2021/04/30,2021/05/03,2021/05/04,2021/05/06,2021/05/07,2021/05/10,2021/05/11,2021/05/12,2021/05/13,2021/05/14,2021/05/17,2021/05/18,2021/05/20,2021/05/21,2021/05/24,2021/05/25,2021/05/26,2021/05/27,2021/05/28,2021/05/31,2021/06/01,2021/06/02,2021/06/03,2021/06/04,2021/06/07,2021/06/08,2021/06/09,2021/06/10,2021/06/11,2021/06/14,2021/06/15,2021/06/16,2021/06/17,2021/06/18,2021/06/21,2021/06/22,2021/06/23,2021/06/24,2021/06/25,2021/06/28,2021/06/29,2021/06/30,2021/07/01,2021/07/02,2021/07/05,2021/07/06,2021/07/07,2021/07/08,2021/07/09,2021/07/12,2021/07/13,2021/07/14,2021/07/15,2021/07/16,2021/07/19,2021/07/20,2021/07/21,2021/07/22,2021/07/23,2021/07/26,2021/07/27,2021/07/28,2021/07/29,2021/07/30,2021/08/02,2021/08/03,2021/08/04,2021/08/05,2021/08/06,2021/08/09,2021/08/10,2021/08/11,2021/08/12,2021/08/13,2021/08/17,2021/08/18,2021/08/19,2021/08/20,2021/08/23,2021/08/24,2021/08/25,2021/08/26,2021/08/27,2021/08/30,2021/08/31,2021/09/01,2021/09/02,2021/09/03,2021/09/06,2021/09/07,2021/09/08,2021/09/09,2021/09/10,2021/09/13,2021/09/14,2021/09/15,2021/09/16,2021/09/17,2021/09/23,2021/09/24,2021/09/27,2021/09/28,2021/09/29,2021/09/30,2021/10/01,2021/10/05,2021/10/06,2021/10/07,2021/10/08,2021/10/12,2021/10/13,2021/10/14,2021/10/15,2021/10/18,2021/10/19,2021/10/20,2021/10/21,2021/10/22,2021/10/25,2021/10/26,2021/10/27,2021/10/28,2021/10/29,2021/11/01,2021/11/02,2021/11/03,2021/11/04,2021/11/05,2021/11/08,2021/11/09,2021/11/10,2021/11/11,2021/11/12,2021/11/15,2021/11/16,2021/11/17,2021/11/18,2021/11/19,2021/11/22,2021/11/23,2021/11/24,2021/11/25,2021/11/26,2021/11/29,2021/11/30,2021/12/01,2021/12/02,2021/12/03,2021/12/06,2021/12/07,2021/12/08,2021/12/09,2021/12/10,2021/12/13,2021/12/14,2021/12/15,2021/12/16,2021/12/17,2021/12/20,2021/12/21,2021/12/22,2021/12/23,2021/12/24,2021/12/27,2021/12/28,2021/12/29,2021/12/30,2021/12/31,2022/01/03,2022/01/04,2022/01/05,2022/01/06,2022/01/07,2022/01/10,2022/01/11,2022/01/12,2022/01/13,2022/01/14,2022/01/17,2022/01/18,2022/01/19,2022/01/20,2022/01/21,2022/01/24,2022/01/25,2022/01/26,2022/01/27,2022/01/28,2022/02/03,2022/02/04,2022/02/07,2022/02/08,2022/02/09,2022/02/10,2022/02/11,2022/02/14,2022/02/15,2022/02/16,2022/02/17,2022/02/18,2022/02/21,2022/02/22,2022/02/23,2022/02/24,2022/02/25,2022/02/28,2022/03/02,2022/03/03,2022/03/04,2022/03/07,2022/03/08,2022/03/10,2022/03/11,2022/03/14,2022/03/15,2022/03/16,2022/03/17,2022/03/18,2022/03/21,2022/03/22,2022/03/23,2022/03/24,2022/03/25,2022/03/28,2022/03/29,2022/03/30,2022/03/31,2022/04/01,2022/04/04,2022/04/05,2022/04/06,2022/04/07,2022/04/08,2022/04/11,2022/04/12,2022/04/13,2022/04/14,2022/04/15,2022/04/18,2022/04/19,2022/04/20,2022/04/21,2022/04/22,2022/04/25,2022/04/26,2022/04/27,2022/04/28,2022/04/29,2022/05/02,2022/05/03,2022/05/04,2022/05/06,2022/05/09,2022/05/10,2022/05/11,2022/05/12,2022/05/13,2022/05/16,2022/05/17,2022/05/18,2022/05/19,2022/05/20,2022/05/23,2022/05/24,2022/05/25,2022/05/26,2022/05/27,2022/05/30,2022/05/31,2022/06/02,2022/06/03,2022/06/07,2022/06/08,2022/06/09,2022/06/10,2022/06/13,2022/06/14,2022/06/15,2022/06/16,2022/06/17,2022/06/20,2022/06/21,2022/06/22,2022/06/23,2022/06/24,2022/06/27,2022/06/28,2022/06/29,2022/06/30,2022/07/01,2022/07/04,2022/07/05,2022/07/06,2022/07/07,2022/07/08,2022/07/11,2022/07/12,2022/07/13,2022/07/14,2022/07/15,2022/07/18,2022/07/19,2022/07/20,2022/07/21,2022/07/22,2022/07/25,2022/07/26,2022/07/27,2022/07/28,2022/07/29,2022/08/01,2022/08/02,2022/08/03,2022/08/04,2022/08/05,2022/08/08,2022/08/09,2022/08/10,2022/08/11,2022/08/12
"3.1.1.1. 주요국 통화의 대원화환율","원/미국달러(매매기준율)","원 ","원자료","1,237.60","1,227.80","1,224.10","1,216.90","1,217.40","1,213.10","1,204.20","1,197.70","1,194.40","1,192.80","1,206.60","1,210.80","1,206.60","1,214.50","1,213.00","1,212.00","1,213.20","1,210.10","1,202.90","1,205.20","1,198.60","1,200.70","1,198.50","1,201.60","1,201.00","1,200.40","1,196.80","1,192.90","1,195.80","1,194.50","1,202.40","1,200.30","1,206.40","1,200.70","1,204.10","1,205.70","1,203.70","1,198.10","1,193.70","1,198.50","1,201.30","1,196.60","1,195.10","1,195.20","1,191.40","1,189.10","1,193.70","1,193.50","1,190.30","1,184.30","1,185.90","1,186.70","1,184.90","1,186.00","1,183.60","1,185.80","1,185.10","1,182.30","1,186.30","1,185.30","1,190.00","1,186.30","1,187.00","1,185.70","1,185.10","1,183.30","1,184.60","1,186.20","1,187.50","1,190.20","1,187.20","1,187.90","1,189.60","1,185.30","1,188.30","1,184.20","1,180.50","1,177.80","1,175.40","1,163.60","1,160.60","1,163.90","1,164.40","1,170.30","1,170.50","1,173.50","1,169.50","1,163.40","1,160.00","1,162.50","1,156.20","1,148.30","1,149.50","1,145.70","1,144.60","1,145.60","1,142.20","1,139.70","1,133.70","1,134.10","1,134.60","1,129.10","1,127.60","1,129.30","1,133.40","1,130.40","1,134.70","1,134.60","1,136.50","1,130.90","1,124.40","1,115.60","1,115.90","1,112.40","1,113.20","1,115.10","1,108.00","1,106.80","1,105.90","1,112.20","1,114.20","1,112.60","1,111.20","1,107.20","1,105.80","1,104.40","1,104.90","1,107.10","1,103.30","1,098.10","1,086.60","1,082.70","1,084.40","1,083.60","1,086.20","1,089.30","1,090.80","1,093.20","1,092.20","1,092.80","1,097.90","1,101.20","1,106.60","1,108.90","1,103.70","1,098.20","1,093.20","1,088.00","1,088.00","1,083.10","1,086.10","1,086.80","1,087.70","1,094.40","1,097.80","1,099.90","1,095.00","1,100.30","1,097.90","1,104.40","1,102.10","1,100.00","1,099.20","1,102.30","1,103.20","1,103.00","1,104.00","1,114.60","1,117.20","1,118.00","1,116.60","1,114.00","1,116.70","1,124.00","1,119.10","1,116.00","1,110.10","1,103.10","1,099.70","1,107.70","1,105.70","1,107.10","1,106.50","1,110.80","1,110.20","1,108.40","1,121.80","1,121.30","1,122.90","1,126.20","1,129.40","1,131.30","1,141.10","1,140.70","1,137.30","1,130.70","1,135.90","1,132.50","1,131.80","1,123.70","1,131.80","1,131.30","1,128.00","1,133.50","1,134.20","1,131.80","1,131.70","1,133.50","1,132.60","1,129.30","1,127.50","1,127.80","1,122.90","1,116.40","1,118.50","1,117.20","1,124.30","1,126.10","1,119.90","1,117.60","1,117.90","1,118.20","1,113.40","1,117.40","1,116.30","1,118.90","1,114.00","1,110.80","1,112.50","1,107.40","1,109.60","1,119.30","1,121.10","1,125.50","1,121.40","1,114.60","1,119.10","1,123.50","1,130.60","1,129.50","1,133.00","1,133.10","1,132.20","1,126.90","1,127.60","1,122.80","1,118.60","1,118.00","1,116.00","1,113.50","1,107.00","1,110.30","1,111.80","1,117.50","1,111.20","1,113.70","1,115.80","1,115.00","1,111.20","1,116.40","1,117.80","1,117.70","1,129.50","1,132.20","1,135.40","1,132.40","1,135.60","1,135.80","1,128.80","1,129.90","1,130.00","1,129.50","1,132.20","1,134.50","1,130.30","1,131.80","1,137.60","1,143.40","1,148.30","1,146.40","1,145.10","1,150.30","1,143.70","1,141.10","1,145.70","1,151.00","1,150.60","1,151.00","1,149.50","1,153.20","1,150.20","1,154.80","1,147.40","1,147.50","1,151.50","1,150.70","1,145.80","1,143.50","1,142.30","1,145.00","1,148.50","1,155.00","1,158.90","1,167.80","1,174.90","1,172.70","1,174.50","1,176.70","1,174.00","1,168.00","1,166.50","1,168.10","1,170.80","1,164.40","1,162.80","1,157.50","1,159.70","1,156.40","1,157.30","1,157.90","1,164.50","1,170.10","1,170.40","1,174.30","1,172.20","1,171.70","1,169.10","1,177.60","1,181.70","1,175.30","1,175.90","1,182.00","1,184.90","1,185.20","1,187.20","1,187.10","1,190.00","1,190.30","1,193.40","1,199.10","1,195.00","1,188.30","1,182.80","1,185.80","1,181.70","1,175.60","1,175.80","1,178.40","1,171.80","1,166.30","1,168.10","1,171.70","1,169.60","1,176.30","1,175.50","1,181.10","1,180.00","1,185.20","1,184.30","1,178.40","1,181.00","1,184.70","1,179.60","1,180.20","1,179.60","1,183.60","1,180.50","1,183.50","1,187.40","1,188.90","1,188.50","1,189.70","1,193.00","1,193.40","1,187.70","1,180.30","1,177.30","1,178.60","1,183.70","1,181.20","1,176.40","1,173.80","1,178.20","1,178.80","1,183.60","1,186.20","1,183.50","1,184.40","1,189.80","1,191.50","1,191.20","1,187.50","1,186.40","1,186.20","1,186.70","1,186.60","1,185.50","1,185.50","1,190.80","1,194.30","1,198.20","1,199.60","1,202.40","1,200.00","1,195.20","1,189.90","1,188.20","1,187.60","1,192.30","1,188.90","1,191.80","1,190.40","1,193.60","1,194.20","1,197.80","1,197.00","1,202.40","1,205.70","1,205.40","1,199.50","1,199.40","1,197.80","1,196.00","1,196.00","1,199.60","1,198.30","1,198.50","1,196.90","1,197.10","1,196.40","1,194.60","1,194.70","1,192.10","1,199.40","1,202.70","1,205.60","1,205.00","1,203.60","1,211.50","1,225.40","1,234.50","1,228.70","1,232.40","1,238.60","1,241.70","1,240.40","1,220.60","1,211.10","1,213.70","1,221.40","1,212.70","1,219.40","1,218.30","1,225.70","1,220.50","1,210.80","1,210.70","1,216.10","1,216.70","1,212.60","1,219.10","1,218.50","1,224.00","1,232.00","1,236.60","1,227.70","1,224.20","1,230.10","1,232.80","1,234.90","1,237.10","1,236.40","1,241.70","1,247.10","1,248.30","1,263.10","1,269.40","1,265.40","1,265.80","1,265.70","1,261.80","1,272.70","1,274.60","1,275.50","1,277.00","1,286.40","1,286.00","1,281.60","1,277.20","1,269.30","1,274.60","1,269.50","1,267.70","1,264.30","1,263.30","1,266.40","1,256.90","1,245.80","1,238.40","1,251.20","1,241.10","1,257.10","1,255.40","1,257.60","1,266.00","1,286.00","1,289.70","1,291.30","1,284.10","1,287.50","1,291.70","1,290.60","1,295.70","1,300.70","1,299.40","1,285.60","1,284.90","1,292.90","1,299.80","1,294.20","1,297.90","1,298.00","1,307.40","1,302.70","1,299.30","1,300.60","1,312.90","1,305.90","1,310.00","1,323.70","1,317.80","1,314.90","1,308.60","1,312.10","1,311.70","1,311.00","1,310.00","1,312.80","1,304.00","1,298.60","1,306.40","1,307.20","1,310.50","1,309.70","1,299.30","1,304.80","1,305.10","1,309.10","1,302.50"
